ts_unix,latency_gre_ms,latency_eth0_ms,jitter_gre_ms,loss_gre_pct,util_gre_mbps,net_bytes_recv_eth0,net_bytes_sent_eth0,cpu_usage_system,cpu_usage_user,mem_used_percent,bgp_flap_count,netflow_bulk_bytes,netflow_voice_bytes,ipsec_rekey_events_1h,ipsec_rekey_anomaly,htb_payload_ceil_mbps,path_asymmetry
1703730000,0.33154550598618904,0.24130722675155863,0.07692819120282687,0.0,0.07204272465881363,1052954661.7554351,869043552.3011042,12.41881123463293,12.531747031318027,8.84046606313724,5466.0,0.0,0.0,51.0,1.0,34.0,0.0902382792346304
1703730001,0.283427707026989,0.25153571489310766,0.016748167591574013,0.0,0.26507204827278613,1053037678.7103556,869233092.641141,16.570275005854292,7.243760893007889,8.646172782511488,5466.0,0.0,0.0,51.0,1.0,34.0,0.03189199213388133
1703730002,0.34220960139848755,0.26124851070938915,0.057274639647804326,0.0,0.24192123607454435,1053162097.4784726,869319822.3040266,11.935705224810585,11.550936491188132,8.682486003239095,5466.0,0.0,0.0,54.0,1.0,34.0,0.0809610906890984
1703730003,0.3296266320242323,0.3376583795369585,0.04818404808382285,0.0,0.11675833642493606,1053321686.1358217,869405452.4967674,13.581298656176596,19.599944008046265,8.661411483137067,5466.0,0.0,0.0,48.0,1.0,34.0,0.008031747512726173
1703730004,0.36958279686703177,0.25535472872858767,0.05375896059138011,0.0,0.21445322690292618,1053425206.1867167,869487206.3341246,14.8640884704234,11.843141052128427,8.66925419588664,5466.0,0.0,0.0,48.0,1.0,34.0,0.1142280681384441
1703730005,0.3356080287165813,0.28429866612410765,0.05568778706323553,0.0,0.20028850327198133,1053637221.5221871,869539566.8468026,17.160330577876504,12.159090880762133,8.691022813267969,5466.0,0.0,0.0,47.0,1.0,34.0,0.05130936259247365
1703730006,0.311986855619046,0.2838942469732734,0.0449555728809833,0.0,0.10359351732882281,1053849921.3513169,869605248.4866695,11.751639831660238,10.278779801235306,8.876610256788256,5466.0,0.0,0.0,53.0,1.0,34.0,0.028092608645772565
1703730007,0.24175581773484298,0.31695044412189105,0.0514255467781844,0.0,0.09699422035400583,1054046233.939368,869684708.0019482,10.910821672546785,6.239150882743161,8.622602095710214,5466.0,0.0,0.0,52.0,1.0,34.0,0.07519462638704807
1703730008,0.21923308785276513,0.3135280792990621,0.04797300998333448,0.0,0.21340267702582089,1054251033.1032608,869883943.2026511,10.405189068264045,17.577514217527526,9.26876114706705,5466.0,0.0,0.0,49.0,1.0,34.0,0.094294991446297
1703730009,0.3547275862553686,0.2652440246205094,0.053602158996238734,0.0,0.282499498529292,1054471825.3555847,869942206.8761337,9.373335417899371,11.436770676619851,8.841432916025555,5466.0,0.0,0.0,43.0,1.0,34.0,0.08948356163485921
1703730010,0.33944779910724104,0.27078939641138616,0.025509703592805286,0.0,0.20349692508569225,1054584859.0874653,870087001.1414431,21.94294867529019,17.3535728418727,8.686773372732157,5466.0,0.0,0.0,47.0,1.0,34.0,0.06865840269585488
1703730011,0.27637833123284206,0.2845415838564517,0.03823746978198316,0.0,0.20244581937354003,1054757077.5133566,870208320.0242534,15.919301707774414,15.402681915244479,8.779909280067619,5466.0,0.0,0.0,53.0,1.0,34.0,0.008163252623609618
