entity_code,entity_name,entity_type,start_time,duration_sec,datasource,method,score,outage_condition
55154,AS55154 (MADGEN-01),asn,2026-07-07T06:50:00+00:00,208800,bgp,median,7733.333333333334,outage
3299,AS3299 (),asn,2026-07-07T07:10:00+00:00,211800,bgp,median,14120.0,outage
27855,AS27855 (),asn,2026-07-07T07:25:00+00:00,491700,bgp,median,182111.1111111111,outage
48359,AS48359 (Hesabgar-AS),asn,2026-07-07T07:45:00+00:00,76200,bgp,median,4535.714285714285,outage
207253,AS207253 (AS_ZEAG),asn,2026-07-07T09:00:00+00:00,486000,bgp,median,810000.0,outage
8771,AS8771 (YUNET-AS),asn,2026-07-07T09:55:00+00:00,482700,bgp,median,48029.850746268654,outage
25593,AS25593 (LINKBYNET-AS),asn,2026-07-07T10:00:00+00:00,482400,bgp,median,804000.0,outage
5384,AS5384 (EMIRATES-INTERNET),asn,2026-07-07T10:15:00+00:00,72600,bgp,median,3137.763371150729,outage
198961,AS198961 (Orion-Telekom-Montenegro),asn,2026-07-07T10:25:00+00:00,480900,bgp,median,40075.0,outage
5371,AS5371 (DNIC-ASBLK-05120-05376),asn,2026-07-07T11:20:00+00:00,122700,bgp,median,5317.966903073286,outage
3319,AS3319 (URAN),asn,2026-07-07T11:30:00+00:00,477000,bgp,median,72272.72727272728,outage
25764,AS25764 (IFIBER-COMMUNICATIONS),asn,2026-07-07T11:30:00+00:00,477000,bgp,median,795000.0,outage
45305,AS45305 (LDP-AS-ID),asn,2026-07-07T11:45:00+00:00,476100,bgp,median,15558.823529411764,outage
34879,AS34879 (CCT-AS),asn,2026-07-07T11:50:00+00:00,179400,bgp,median,3114.583333333333,outage
269909,AS269909 (),asn,2026-07-07T13:00:00+00:00,94800,bgp,median,6869.565217391304,outage
138968,AS138968 (RAINBOWIDC-AS-AP),asn,2026-07-07T13:05:00+00:00,67500,bgp,median,6081.081081081081,outage
142111,AS142111 (AIYUN-AS-AP),asn,2026-07-07T13:30:00+00:00,469800,bgp,median,15352.941176470587,outage
16578,AS16578 (DATANOC),asn,2026-07-07T13:40:00+00:00,469200,bgp,median,10289.473684210525,outage
28878,AS28878 (SIGNET-AS),asn,2026-07-07T14:00:00+00:00,96300,bgp,median,3614.864864864865,outage
25252,AS25252 (VolvoIT),asn,2026-07-07T14:15:00+00:00,467100,bgp,median,12556.451612903225,outage
37297,AS37297 (OAU-Ife),asn,2026-07-07T14:25:00+00:00,162600,bgp,median,271000.0,outage
328126,AS328126 (ORANGE-CDN-AS),asn,2026-07-07T14:55:00+00:00,464700,bgp,median,33673.91304347826,outage
58273,AS58273 (B4RN-AS),asn,2026-07-07T15:05:00+00:00,237300,bgp,median,4346.153846153847,outage
34665,AS34665 (PINDC-AS),asn,2026-07-07T15:10:00+00:00,463800,bgp,median,16534.759358288768,outage
199452,AS199452 (MS3-AS),asn,2026-07-07T15:10:00+00:00,463800,bgp,median,19325.0,outage
41421,AS41421 (AS-SNT),asn,2026-07-07T15:40:00+00:00,61200,bgp,median,1436.6197183098593,outage
23764,AS23764 (CTGNet),asn,2026-07-07T16:10:00+00:00,229800,bgp,median,6047.368421052632,outage
10229,AS10229 (YAHOO-TW1),asn,2026-07-07T18:15:00+00:00,452700,bgp,median,137181.8181818182,outage
27932,AS27932 (),asn,2026-07-07T19:05:00+00:00,449700,bgp,median,8614.942528735632,outage
1493,AS1493 (DNIC-ASBLK-01492-01493),asn,2026-07-07T19:10:00+00:00,92100,bgp,median,5053.497942386832,outage
55286,AS55286 (SERVER-MANIA),asn,2026-07-07T19:25:00+00:00,448500,bgp,median,13505.498821681067,outage
395839,AS395839 (HOSTKEY-USA),asn,2026-07-07T20:10:00+00:00,445800,bgp,median,16152.173913043478,outage
57367,AS57367 (ECO-ATMAN-PL),asn,2026-07-07T20:45:00+00:00,443700,bgp,median,13445.454545454544,outage
45773,AS45773 (HECPERN-AS-PK),asn,2026-07-07T20:55:00+00:00,35100,bgp,median,1244.6808510638298,outage
54723,AS54723 (AS54723-MIDWEST-DATA-CENTER),asn,2026-07-07T20:55:00+00:00,443100,bgp,median,26374.999999999996,outage
24207,AS24207 (EXPRESSNET-AS-ID),asn,2026-07-07T21:30:00+00:00,9600,bgp,median,179.77528089887642,outage
27892,AS27892 (),asn,2026-07-07T21:50:00+00:00,78000,bgp,median,130000.0,outage
15290,AS15290 (ALLST-15290),asn,2026-07-07T21:55:00+00:00,439500,bgp,median,8517.441860465116,outage
30043,AS30043 (RBAND-AS30043),asn,2026-07-07T21:55:00+00:00,48300,bgp,median,3220.0,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-07T22:00:00+00:00,21600,bgp,median,10800.0,outage
46513,AS46513 (ALARM-PROD-US-AS),asn,2026-07-07T22:20:00+00:00,438000,bgp,median,447419.3548387097,outage
200899,AS200899 (INTERSPACE-EUROPE),asn,2026-07-07T23:15:00+00:00,2700,bgp,median,1000.0,outage
48147,AS48147 (AminIDC),asn,2026-07-07T23:20:00+00:00,3000,bgp,median,142.85714285714286,outage
209854,AS209854 (SURFSHARK),asn,2026-07-07T23:20:00+00:00,3900,bgp,median,75.80174927113703,outage
271942,AS271942 (),asn,2026-07-07T23:40:00+00:00,1500,bgp,median,1250.0,outage
57976,AS57976 (BLIZZARD),asn,2026-07-07T23:40:00+00:00,433200,bgp,median,8298.850574712644,outage
9069,AS9069 (),asn,2026-07-07T23:50:00+00:00,11700,bgp,median,12000.0,outage
36935,AS36935 (Vodafone-EG),asn,2026-07-07T23:55:00+00:00,1800,bgp,median,1861.9701492537313,outage
13979,AS13979 (ATT-IPFR),asn,2026-07-08T00:00:00+00:00,3600,bgp,median,853.3333333333333,outage
10100,AS10100 (UBSGROUPAG-AS-AP),asn,2026-07-08T00:00:00+00:00,3600,bgp,median,115.38461538461539,outage
28964,AS28964 (ORIONTELEKOMTIM-AS),asn,2026-07-08T00:05:00+00:00,1200,bgp,median,133.33333333333334,outage
56582,AS56582 (NETFACTOR-ASN),asn,2026-07-08T00:35:00+00:00,41100,bgp,median,1427.083333333333,outage
61112,AS61112 (VALI-AS),asn,2026-07-08T01:15:00+00:00,114900,bgp,median,5847.328244274809,outage
43599,AS43599 (NWEWN-AS),asn,2026-07-08T01:15:00+00:00,1800,bgp,median,3000.0,outage
44533,AS44533 (Davydov-NET),asn,2026-07-08T01:30:00+00:00,12600,bgp,median,2534.4827586206898,outage
37020,AS37020 (CELTEL-DRC),asn,2026-07-08T01:40:00+00:00,10500,bgp,median,472.97297297297297,outage
10798,AS10798 (SBICSA),asn,2026-07-08T01:45:00+00:00,4800,bgp,median,96.3855421686747,outage
48851,AS48851 (radware),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,155.17241379310346,outage
262253,AS262253 (),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,4604.6511627906975,outage
262589,AS262589 (),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,77.7537796976242,outage
27843,AS27843 (),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,390.5325443786983,outage
16260,AS16260 (GTT-AUS),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,187.5,outage
17428,AS17428 (CHINA-ABITCOOL),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,1052.6315789473683,outage
59045,AS59045 (SUNHONGS),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,2160.0,outage
56282,AS56282 (VClouD),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,2400.0,outage
55990,AS55990 (HWCSNET),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,553.4804753820034,outage
38365,AS38365 (Baidu),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,179.23186344238974,outage
59019,AS59019 (BJKSCNET),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,302.3255813953488,outage
45079,AS45079 (GDSNET),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,2914.285714285714,outage
4816,AS4816 (CHINANET-IDC-GD),asn,2026-07-08T02:00:00+00:00,3600,bgp,median,348.83720930232556,outage
50004,AS50004 (DKS-AS),asn,2026-07-08T02:05:00+00:00,1200,bgp,median,2000.0,outage
51522,AS51522 (ONLINE),asn,2026-07-08T02:20:00+00:00,900,bgp,median,1500.0,outage
15472,AS15472 (ASN-NEWSOFT),asn,2026-07-08T02:25:00+00:00,8100,bgp,median,12886.363636363636,outage
28964,AS28964 (ORIONTELEKOMTIM-AS),asn,2026-07-08T02:25:00+00:00,900,bgp,median,66.66666666666667,outage
32738,AS32738 (HYBRID-WIRELESS),asn,2026-07-08T02:40:00+00:00,183600,bgp,median,58846.15384615385,outage
15102,AS15102 (ASN-WIBAND-1),asn,2026-07-08T02:40:00+00:00,142200,bgp,median,31081.967213114756,outage
41034,AS41034 (IMPULS-AS),asn,2026-07-08T02:45:00+00:00,13200,bgp,median,830.1886792452831,outage
9430,AS9430 (STPI-NOIDA),asn,2026-07-08T02:55:00+00:00,421500,bgp,median,20071.428571428572,outage
46783,AS46783,asn,2026-07-08T02:55:00+00:00,431100,bgp,median,59874.99999999999,outage
47118,AS47118 (MANNET-AS),asn,2026-07-08T03:05:00+00:00,8100,bgp,median,675.0,outage
263210,AS263210 (),asn,2026-07-08T03:15:00+00:00,32700,bgp,median,3114.285714285714,outage
47215,AS47215 (FILOO-ASN),asn,2026-07-08T03:15:00+00:00,1500,bgp,median,149.25373134328356,outage
264758,AS264758 (),asn,2026-07-08T03:30:00+00:00,29400,bgp,median,1256.4102564102564,outage
30722,AS30722 (VODAFONE-IT-ASN),asn,2026-07-08T03:45:00+00:00,88800,bgp,median,1749.699824512792,outage
56120,AS56120 (TOT-MOBILE-AS-AP),asn,2026-07-08T03:55:00+00:00,417900,bgp,median,325033.3333333333,outage
13979,AS13979 (ATT-IPFR),asn,2026-07-08T04:00:00+00:00,3600,bgp,median,853.3333333333333,outage
10100,AS10100 (UBSGROUPAG-AS-AP),asn,2026-07-08T04:00:00+00:00,3600,bgp,median,115.38461538461539,outage
54004,AS54004 (OPTIMUM-WIFI2),asn,2026-07-08T04:10:00+00:00,900,bgp,median,17.429193899782135,outage
57324,AS57324 (MASARAT),asn,2026-07-08T04:25:00+00:00,3000,bgp,median,147.05882352941174,outage
14280,AS14280 (NETNATION),asn,2026-07-08T04:25:00+00:00,416100,bgp,median,306959.0163934426,outage
5387,AS5387 (NSC),asn,2026-07-08T04:30:00+00:00,2700,bgp,median,281.25,outage
138077,AS138077 (IDNIC-ABHINAWA-AS-ID),asn,2026-07-08T04:40:00+00:00,415200,bgp,median,11728.813559322034,outage
28403,AS28403 (),asn,2026-07-08T04:40:00+00:00,1200,bgp,median,56.33802816901409,outage
16260,AS16260 (GTT-AUS),asn,2026-07-08T05:00:00+00:00,3600,bgp,median,187.5,outage
272809,AS272809 (),asn,2026-07-08T05:00:00+00:00,900,bgp,median,85.71428571428572,outage
24634,AS24634 (Cyberia-AS),asn,2026-07-08T05:10:00+00:00,39000,bgp,median,1130.4347826086955,outage
28590,AS28590 (),asn,2026-07-08T05:10:00+00:00,10800,bgp,median,230.76923076923075,outage
11489,AS11489 (BACI),asn,2026-07-08T05:10:00+00:00,900,bgp,median,161.25,outage
21232,AS21232 (GGAMAUR),asn,2026-07-08T05:15:00+00:00,900,bgp,median,24.896265560165975,outage
47139,AS47139 (INDIGO-TAJIKISTAN-AS),asn,2026-07-08T05:30:00+00:00,12300,bgp,median,3727.2727272727275,outage
265594,AS265594 (),asn,2026-07-08T05:30:00+00:00,60600,bgp,median,6167.938931297709,outage
11966,AS11966 (GLOBALDATASYSTEMS-ASN),asn,2026-07-08T05:30:00+00:00,900,bgp,median,130.43478260869566,outage
11601,AS11601 (PICANOC-AS),asn,2026-07-08T05:35:00+00:00,5400,bgp,median,9000.0,outage
57324,AS57324 (MASARAT),asn,2026-07-08T05:40:00+00:00,5400,bgp,median,264.70588235294116,outage
9049,AS9049 (ERTH-TRANSIT-AS),asn,2026-07-08T05:45:00+00:00,3900,bgp,median,130.0,outage
57374,AS57374 (GIV-AS),asn,2026-07-08T05:45:00+00:00,1200,bgp,median,166.66666666666663,outage
12654,AS12654 (RIPE-NCC-RIS-AS),asn,2026-07-08T06:00:00+00:00,21600,bgp,median,5400.0,outage
48161,AS48161 (NG-AS),asn,2026-07-08T06:10:00+00:00,5700,bgp,median,145.23381294964028,outage
197537,AS197537 (WISDOM-CLOUD),asn,2026-07-08T06:15:00+00:00,1800,bgp,median,40.35874439461884,outage
44533,AS44533 (Davydov-NET),asn,2026-07-08T06:20:00+00:00,1500,bgp,median,301.7241379310345,outage
16633,AS16633 (I-3),asn,2026-07-08T06:25:00+00:00,2100,bgp,median,76.08695652173913,outage
23671,AS23671 (JMN-AS-ID),asn,2026-07-08T06:35:00+00:00,12600,bgp,median,777.7777777777777,outage
16863,AS16863 (HOMESC),asn,2026-07-08T06:35:00+00:00,1500,bgp,median,194.17475728155338,outage
11489,AS11489 (BACI),asn,2026-07-08T06:40:00+00:00,1200,bgp,median,215.0,outage
5384,AS5384 (EMIRATES-INTERNET),asn,2026-07-08T07:00:00+00:00,2100,bgp,median,90.76175040518639,outage
31586,AS31586 (AS-TBNLTN),asn,2026-07-08T07:05:00+00:00,900,bgp,median,211.16504854368932,outage
133200,AS133200 (NEOCOMISP-AS-AP),asn,2026-07-08T07:30:00+00:00,2100,bgp,median,102.94117647058823,outage
133278,AS133278 (ENETSOLS-AS-IN),asn,2026-07-08T07:30:00+00:00,6000,bgp,median,333.33333333333337,outage
8867,AS8867 (Tehila-AS),asn,2026-07-08T07:35:00+00:00,404700,bgp,median,26980.0,outage
48715,AS48715 (SEFROYEKPARDAZENG-AS),asn,2026-07-08T07:50:00+00:00,3000,bgp,median,1854.8387096774193,outage
12735,AS12735 (ASTurkNet),asn,2026-07-08T07:50:00+00:00,2100,bgp,median,85.51483420593368,outage
57324,AS57324 (MASARAT),asn,2026-07-08T07:55:00+00:00,2400,bgp,median,117.6470588235294,outage
37546,AS37546 (MIA-TELECOMs),asn,2026-07-08T07:55:00+00:00,3900,bgp,median,6500.0,outage
262808,AS262808 (),asn,2026-07-08T08:00:00+00:00,3600,bgp,median,206.8965517241379,outage
44486,AS44486 (SYNLINQ),asn,2026-07-08T08:00:00+00:00,3600,bgp,median,98.36065573770492,outage
27176,AS27176 (DATAWAGON),asn,2026-07-08T08:00:00+00:00,3600,bgp,median,139.53488372093025,outage
58466,AS58466 (CT-Guangzhou-IDC),asn,2026-07-08T08:00:00+00:00,3600,bgp,median,129.55465587044534,outage
43260,AS43260 (AS43260),asn,2026-07-08T08:00:00+00:00,123600,bgp,median,2512.1951219512193,outage
28086,AS28086 (),asn,2026-07-08T08:00:00+00:00,3600,bgp,median,999.9999999999999,outage
12066,AS12066 (),asn,2026-07-08T08:00:00+00:00,3600,bgp,median,5433.165829145729,outage
18881,AS18881 (),asn,2026-07-08T08:05:00+00:00,3300,bgp,median,1369.7318007662834,outage
394446,AS394446 (NCATS),asn,2026-07-08T08:10:00+00:00,30300,bgp,median,4391.304347826087,outage
26666,AS26666 (INTERSERVER-LAX),asn,2026-07-08T08:15:00+00:00,900,bgp,median,17.857142857142858,outage
17252,AS17252 (AS2-COLOAM),asn,2026-07-08T08:15:00+00:00,900,bgp,median,512.8205128205128,outage
198247,AS198247 (AD1),asn,2026-07-08T08:15:00+00:00,6300,bgp,median,388.88888888888886,outage
22354,AS22354 (UNIV-DAR),asn,2026-07-08T08:15:00+00:00,1200,bgp,median,2000.0,outage
5504,AS5504 (LOGOSNET),asn,2026-07-08T08:20:00+00:00,900,bgp,median,19.48051948051948,outage
3548,AS3548 (),asn,2026-07-08T08:20:00+00:00,52200,bgp,median,4094.117647058824,outage
28590,AS28590 (),asn,2026-07-08T08:25:00+00:00,900,bgp,median,19.23076923076923,outage
131471,AS131471 (LOGINMEPVTLTD-AS-AP),asn,2026-07-08T08:30:00+00:00,6300,bgp,median,1884.6153846153845,outage
271907,AS271907 (),asn,2026-07-08T08:35:00+00:00,6300,bgp,median,670.2127659574468,outage
48147,AS48147 (AminIDC),asn,2026-07-08T08:40:00+00:00,2400,bgp,median,114.28571428571429,outage
206283,AS206283 (YAHSAT-FRANKFURT),asn,2026-07-08T08:45:00+00:00,5700,bgp,median,169.64285714285714,outage
37170,AS37170 (UNILAG),asn,2026-07-08T08:50:00+00:00,14100,bgp,median,11750.0,outage
395973,AS395973 (GOOGLE-2),asn,2026-07-08T09:00:00+00:00,12900,bgp,median,447.91666666666663,outage
24207,AS24207 (EXPRESSNET-AS-ID),asn,2026-07-08T09:05:00+00:00,37200,bgp,median,696.6292134831461,outage
24435,AS24435 (SUPERNET-PAKISTAN-AS-AP),asn,2026-07-08T09:05:00+00:00,4500,bgp,median,104.16666666666666,outage
41421,AS41421 (AS-SNT),asn,2026-07-08T09:10:00+00:00,4500,bgp,median,105.63380281690142,outage
6703,AS6703 (ALKAR-AS),asn,2026-07-08T09:15:00+00:00,398700,bgp,median,14790.14308426073,outage
37308,AS37308 (COOLLINK),asn,2026-07-08T09:15:00+00:00,7200,bgp,median,387.09677419354836,outage
22354,AS22354 (UNIV-DAR),asn,2026-07-08T09:25:00+00:00,1800,bgp,median,1999.9999999999998,outage
19905,AS19905 (ULTRADDOS),asn,2026-07-08T09:25:00+00:00,40500,bgp,median,2343.75,outage
26577,AS26577 (BAESYSTEMS),asn,2026-07-08T09:25:00+00:00,398100,bgp,median,294888.8888888889,outage
5839,AS5839 (DNIC-ASBLK-05800-06055),asn,2026-07-08T09:30:00+00:00,1500,bgp,median,132.45033112582783,outage
306,AS306 (DNIC-ASBLK-00306-00371),asn,2026-07-08T09:40:00+00:00,39300,bgp,median,969.5287655391732,outage
133301,AS133301 (DWANIRINN-AS),asn,2026-07-08T09:40:00+00:00,3000,bgp,median,185.18518518518516,outage
38731,AS38731 (VTDC-AS-VN),asn,2026-07-08T10:00:00+00:00,3600,bgp,median,352.94117647058823,outage
38726,AS38726 (VTCDIGICOM-AS-VN),asn,2026-07-08T10:00:00+00:00,3600,bgp,median,1148.936170212766,outage
16260,AS16260 (GTT-AUS),asn,2026-07-08T10:00:00+00:00,3600,bgp,median,187.5,outage
32875,AS32875 (VIRPUS),asn,2026-07-08T10:00:00+00:00,3600,bgp,median,214.28571428571428,outage
56971,AS56971 (CloudBackbone),asn,2026-07-08T10:00:00+00:00,396000,bgp,median,7630.057803468208,outage
41421,AS41421 (AS-SNT),asn,2026-07-08T10:30:00+00:00,1800,bgp,median,42.25352112676057,outage
48147,AS48147 (AminIDC),asn,2026-07-08T10:35:00+00:00,2400,bgp,median,114.28571428571429,outage
327872,AS327872 (IBITS-Internet),asn,2026-07-08T10:35:00+00:00,900,bgp,median,1500.0,outage
200899,AS200899 (INTERSPACE-EUROPE),asn,2026-07-08T10:40:00+00:00,1200,bgp,median,444.44444444444446,outage
5384,AS5384 (EMIRATES-INTERNET),asn,2026-07-08T10:45:00+00:00,9900,bgp,median,427.87682333873585,outage
40676,AS40676 (AS40676),asn,2026-07-08T10:50:00+00:00,9300,bgp,median,950.7845934379457,outage
56911,AS56911 (ASN-WARIAN),asn,2026-07-08T10:50:00+00:00,900,bgp,median,80.35714285714285,outage
13414,AS13414 (TWITTER),asn,2026-07-08T10:50:00+00:00,393000,bgp,median,158787.87878787878,outage
205659,AS205659 (CODE200-ISP2),asn,2026-07-08T10:50:00+00:00,900,bgp,median,230.76923076923077,outage
7489,AS7489 (HOSTUS-GLOBAL-AS),asn,2026-07-08T10:50:00+00:00,24900,bgp,median,432.29166666666663,outage
29838,AS29838 (AMC),asn,2026-07-08T10:50:00+00:00,9300,bgp,median,877.9296875,outage
27176,AS27176 (DATAWAGON),asn,2026-07-08T11:00:00+00:00,3600,bgp,median,139.53488372093025,outage
58466,AS58466 (CT-Guangzhou-IDC),asn,2026-07-08T11:00:00+00:00,3600,bgp,median,97.16599190283401,outage
18881,AS18881 (),asn,2026-07-08T11:00:00+00:00,3600,bgp,median,1494.2528735632184,outage
35319,AS35319 (as48964),asn,2026-07-08T11:10:00+00:00,2400,bgp,median,4000.0,outage
36907,AS36907 (TVCaboAngola),asn,2026-07-08T11:10:00+00:00,1200,bgp,median,40.40404040404041,outage
44050,AS44050 (PIN-AS),asn,2026-07-08T11:20:00+00:00,2700,bgp,median,361.8090452261306,outage
56911,AS56911 (ASN-WARIAN),asn,2026-07-08T11:40:00+00:00,2100,bgp,median,187.5,outage
262663,AS262663 (),asn,2026-07-08T11:55:00+00:00,82800,bgp,median,1516.4835164835167,outage
48470,AS48470 (JSCMTUKRISTALL-AS),asn,2026-07-08T11:55:00+00:00,900,bgp,median,617.6470588235294,outage
34156,AS34156 (BAHN-AS-BLN),asn,2026-07-08T12:00:00+00:00,388800,bgp,median,92571.42857142857,outage
56582,AS56582 (NETFACTOR-ASN),asn,2026-07-08T12:05:00+00:00,77100,bgp,median,2677.083333333333,outage
12418,AS12418 (QUANTUM),asn,2026-07-08T12:10:00+00:00,2100,bgp,median,39.47368421052631,outage
31736,AS31736 (SENSELAN-AS),asn,2026-07-08T12:10:00+00:00,388200,bgp,median,8402.597402597403,outage
41165,AS41165 (UNTC-AS),asn,2026-07-08T12:15:00+00:00,1500,bgp,median,2045.4545454545457,outage
26666,AS26666 (INTERSERVER-LAX),asn,2026-07-08T12:15:00+00:00,900,bgp,median,17.857142857142858,outage
17252,AS17252 (AS2-COLOAM),asn,2026-07-08T12:15:00+00:00,900,bgp,median,512.8205128205128,outage
