timestamp,host,metric,value
2026-07-22T09:58:19+00:00,station1,throughput_in_bps,583873.4
2026-07-22T09:58:34+00:00,station1,throughput_in_bps,360760.69090909086
2026-07-22T09:58:49+00:00,station1,throughput_in_bps,455715.14545454545
2026-07-22T09:59:04+00:00,station1,throughput_in_bps,344184.2
2026-07-22T09:59:19+00:00,station1,throughput_in_bps,541574.4181818182
2026-07-22T09:59:34+00:00,station1,throughput_in_bps,558071.3818181817
2026-07-22T09:59:49+00:00,station1,throughput_in_bps,553352.0727272726
2026-07-22T10:00:04+00:00,station1,throughput_in_bps,441609.0909090909
2026-07-22T10:00:19+00:00,station1,throughput_in_bps,553365.8545454545
2026-07-22T10:00:34+00:00,station1,throughput_in_bps,536094.3255577171
2026-07-22T10:00:49+00:00,station1,throughput_in_bps,581609.8727272727
2026-07-22T10:01:04+00:00,station1,throughput_in_bps,440764.1219569842
2026-07-22T10:01:19+00:00,station1,throughput_in_bps,542566.7921234932
2026-07-22T10:01:34+00:00,station1,throughput_in_bps,426109.8909090909
2026-07-22T10:01:49+00:00,station1,throughput_in_bps,616834.0545454546
2026-07-22T10:02:04+00:00,station1,throughput_in_bps,453642.0974164106
2026-07-22T10:02:19+00:00,station1,throughput_in_bps,540869.4569189651
2026-07-22T10:02:34+00:00,station1,throughput_in_bps,438607.7928689613
2026-07-22T10:02:49+00:00,station1,throughput_in_bps,555137.0727272726
2026-07-22T10:03:04+00:00,station1,throughput_in_bps,558614.7119248041
2026-07-22T10:03:19+00:00,station1,throughput_in_bps,477775.4727272727
2026-07-22T10:03:34+00:00,station1,throughput_in_bps,332505.98181818175
2026-07-22T10:03:49+00:00,station1,throughput_in_bps,298175.90909090906
2026-07-22T10:04:04+00:00,station1,throughput_in_bps,162799.32727272724
2026-07-22T10:04:19+00:00,station1,throughput_in_bps,175335.58181818182
2026-07-22T10:04:34+00:00,station1,throughput_in_bps,28464.461697910796
2026-07-22T10:04:49+00:00,station1,throughput_in_bps,30868.124874997728
2026-07-22T10:05:04+00:00,station1,throughput_in_bps,24230.860134901734
2026-07-22T10:05:19+00:00,station1,throughput_in_bps,30791.076525881348
2026-07-22T10:05:34+00:00,station1,throughput_in_bps,30344.181818181816
2026-07-22T10:05:49+00:00,station1,throughput_in_bps,29785.690909090907
2026-07-22T10:06:04+00:00,station1,throughput_in_bps,21043.690909090907
2026-07-22T10:06:19+00:00,station1,throughput_in_bps,25281.52215414265
2026-07-22T10:06:34+00:00,station1,throughput_in_bps,23261.42210424886
2026-07-22T10:06:49+00:00,station1,throughput_in_bps,25381.433739977823
2026-07-22T10:07:04+00:00,station1,throughput_in_bps,15606.81041378809
2026-07-22T10:07:19+00:00,station1,throughput_in_bps,14994.30909090909
2026-07-22T10:07:34+00:00,station1,throughput_in_bps,8069.2363636363625
2026-07-22T10:07:49+00:00,station1,throughput_in_bps,10867.036363636364
2026-07-22T10:08:04+00:00,station1,throughput_in_bps,10379.981818181817
2026-07-22T10:08:19+00:00,station1,throughput_in_bps,10553.353575389538
2026-07-22T10:08:34+00:00,station1,throughput_in_bps,8603.090909090908
2026-07-22T10:08:49+00:00,station1,throughput_in_bps,10689.472727272727
2026-07-22T10:09:04+00:00,station1,throughput_in_bps,10150.555424249587
2026-07-22T10:09:19+00:00,station1,throughput_in_bps,10638.41818181818
2026-07-22T10:09:34+00:00,station1,throughput_in_bps,8698.690909090908
2026-07-22T10:09:49+00:00,station1,throughput_in_bps,9025.163178851293
2026-07-22T10:10:04+00:00,station1,throughput_in_bps,5749.763636363637
2026-07-22T10:10:19+00:00,station1,throughput_in_bps,7418.999999999999
2026-07-22T10:10:34+00:00,station1,throughput_in_bps,4393.490909090909
2026-07-22T10:10:49+00:00,station1,throughput_in_bps,5284.768813978436
2026-07-22T10:11:04+00:00,station1,throughput_in_bps,4538.9342399505485
2026-07-22T10:11:19+00:00,station1,throughput_in_bps,5562.963636363636
2026-07-22T10:11:34+00:00,station1,throughput_in_bps,5453.444608083783
2026-07-22T10:11:49+00:00,station1,throughput_in_bps,5379.9930910347075
2026-07-22T10:12:04+00:00,station1,throughput_in_bps,4740.70909090909
2026-07-22T10:12:19+00:00,station1,throughput_in_bps,5775.4
2026-07-22T10:12:34+00:00,station1,throughput_in_bps,4769.367829675824
2026-07-22T10:12:49+00:00,station1,throughput_in_bps,6675.545454545454
2026-07-22T10:13:04+00:00,station1,throughput_in_bps,4679.6538370634335
2026-07-22T10:13:19+00:00,station1,throughput_in_bps,5330.527272727272
2026-07-22T10:13:34+00:00,station1,throughput_in_bps,4155.748286332479
2026-07-22T10:13:49+00:00,station1,throughput_in_bps,5259.958909838003
2026-07-22T10:14:04+00:00,station1,throughput_in_bps,5092.7818181818175
2026-07-22T10:14:19+00:00,station1,throughput_in_bps,5413.4
2026-07-22T10:14:34+00:00,station1,throughput_in_bps,4385.738441119252
2026-07-22T10:14:49+00:00,station1,throughput_in_bps,5451.8263968435795
2026-07-22T10:15:04+00:00,station1,throughput_in_bps,5055.160627602131
2026-07-22T10:15:19+00:00,station1,throughput_in_bps,6385.902074507737
2026-07-22T10:15:34+00:00,station1,throughput_in_bps,4449.4426968743755
2026-07-22T10:15:49+00:00,station1,throughput_in_bps,219192.43636363637
2026-07-22T10:16:04+00:00,station1,throughput_in_bps,327190.2103751114
2026-07-22T10:16:19+00:00,station1,throughput_in_bps,546625.9999999999
2026-07-22T10:16:34+00:00,station1,throughput_in_bps,550874.4204650824
2026-07-22T10:16:49+00:00,station1,throughput_in_bps,445292.0909090909
2026-07-22T10:17:04+00:00,station1,throughput_in_bps,328510.20853407995
2026-07-22T10:17:19+00:00,station1,throughput_in_bps,441829.94545454544
2026-07-22T10:17:34+00:00,station1,throughput_in_bps,438988.0727272727
2026-07-22T10:17:49+00:00,station1,throughput_in_bps,662014.6007964071
2026-07-22T10:18:04+00:00,station1,throughput_in_bps,455675.5818181818
2026-07-22T10:18:19+00:00,station1,throughput_in_bps,554601.4363636363
2026-07-22T10:18:34+00:00,station1,throughput_in_bps,442427.88312939764
2026-07-22T10:18:49+00:00,station1,throughput_in_bps,554357.5753168124
2026-07-22T10:19:04+00:00,station1,throughput_in_bps,557836.7179972002
2026-07-22T10:19:19+00:00,station1,throughput_in_bps,580445.4
2026-07-22T10:19:34+00:00,station1,throughput_in_bps,468801.25815894257
2026-07-22T10:19:49+00:00,station1,throughput_in_bps,580932.3454545455
2026-07-22T10:20:04+00:00,station1,throughput_in_bps,558609.8727272727
2026-07-22T10:20:19+00:00,station1,throughput_in_bps,551418.646933692
2026-07-22T10:20:34+00:00,station1,throughput_in_bps,332086.54545454547
2026-07-22T10:20:49+00:00,station1,throughput_in_bps,441937.18181818177
2026-07-22T10:21:04+00:00,station1,throughput_in_bps,336683.0718324455
2026-07-22T10:21:19+00:00,station1,throughput_in_bps,558321.5818181818
2026-07-22T10:21:34+00:00,station1,throughput_in_bps,550858.0259258586
2026-07-22T10:21:49+00:00,station1,throughput_in_bps,551783.6221159615
2026-07-22T10:22:04+00:00,station1,throughput_in_bps,441543.4727272727
2026-07-22T10:22:19+00:00,station1,throughput_in_bps,553693.3999999999
2026-07-22T10:22:34+00:00,station1,throughput_in_bps,557506.8004945813
2026-07-22T10:22:49+00:00,station1,throughput_in_bps,558874.0795956585
2026-07-22T10:23:04+00:00,station1,throughput_in_bps,437763.54545454547
2026-07-22T10:23:19+00:00,station1,throughput_in_bps,540631.0727272726
2026-07-22T10:23:34+00:00,station1,throughput_in_bps,425245.4545454545
2026-07-22T10:23:49+00:00,station1,throughput_in_bps,638349.5154457354
2026-07-22T10:24:04+00:00,station1,throughput_in_bps,435218.18181818177
2026-07-22T10:24:19+00:00,station1,throughput_in_bps,455174.48139192414
2026-07-22T10:24:34+00:00,station1,throughput_in_bps,352137.3272727272
2026-07-22T10:24:49+00:00,station1,throughput_in_bps,467617.61818181816
2026-07-22T10:25:04+00:00,station1,throughput_in_bps,557305.2868882263
2026-07-22T10:25:19+00:00,station1,throughput_in_bps,554112.8788843028
2026-07-22T10:25:34+00:00,station1,throughput_in_bps,442496.7546044617
2026-07-22T10:25:49+00:00,station1,throughput_in_bps,554083.4045493391
2026-07-22T10:26:04+00:00,station1,throughput_in_bps,457080.5214166242
2026-07-22T10:26:19+00:00,station1,throughput_in_bps,661026.709090909
2026-07-22T10:26:34+00:00,station1,throughput_in_bps,443169.8696387338
2026-07-22T10:26:49+00:00,station1,throughput_in_bps,556918.4909090908
2026-07-22T10:27:04+00:00,station1,throughput_in_bps,445055.3424358672
2026-07-22T10:27:19+00:00,station1,throughput_in_bps,568059.1454545454
2026-07-22T10:27:34+00:00,station1,throughput_in_bps,558904.5835530263
2026-07-22T10:27:49+00:00,station1,throughput_in_bps,446510.90909090906
2026-07-22T10:28:04+00:00,station1,throughput_in_bps,333355.12727272726
2026-07-22T10:28:19+00:00,station1,throughput_in_bps,446544.7636363636
2026-07-22T10:28:34+00:00,station1,throughput_in_bps,450323.0727272727
2026-07-22T10:28:49+00:00,station1,throughput_in_bps,676244.7543547038
2026-07-22T10:29:04+00:00,station1,throughput_in_bps,452621.47519226227
2026-07-22T10:29:19+00:00,station1,throughput_in_bps,554261.9272727272
2026-07-22T10:29:34+00:00,station1,throughput_in_bps,440867.14545454545
2026-07-22T10:29:49+00:00,station1,throughput_in_bps,552213.2363636363
2026-07-22T10:30:04+00:00,station1,throughput_in_bps,560184.7272727272
2026-07-22T10:30:19+00:00,station1,throughput_in_bps,553891.3636363636
2026-07-22T10:30:34+00:00,station1,throughput_in_bps,441853.41551664576
2026-07-22T10:30:49+00:00,station1,throughput_in_bps,555132.7090909091
2026-07-22T10:31:04+00:00,station1,throughput_in_bps,545417.8681162846
2026-07-22T10:31:19+00:00,station1,throughput_in_bps,580728.6909090909
2026-07-22T10:31:34+00:00,station1,throughput_in_bps,355899.3254422808
2026-07-22T10:31:49+00:00,station1,throughput_in_bps,443326.1272727272
2026-07-22T10:32:04+00:00,station1,throughput_in_bps,330565.5217557321
2026-07-22T10:32:19+00:00,station1,throughput_in_bps,536710.2181818181
2026-07-22T10:32:34+00:00,station1,throughput_in_bps,560947.309090909
2026-07-22T10:32:49+00:00,station1,throughput_in_bps,551746.4591552881
2026-07-22T10:33:04+00:00,station1,throughput_in_bps,439439.04079703294
2026-07-22T10:33:19+00:00,station1,throughput_in_bps,552839.3788977981
2026-07-22T10:33:34+00:00,station1,throughput_in_bps,528599.4181818182
2026-07-22T10:33:49+00:00,station1,throughput_in_bps,595996.4546099161
2026-07-22T10:34:04+00:00,station1,throughput_in_bps,440981.50909090904
2026-07-22T10:34:19+00:00,station1,throughput_in_bps,553935.1454545454
2026-07-22T10:34:34+00:00,station1,throughput_in_bps,441876.7636363636
2026-07-22T10:34:49+00:00,station1,throughput_in_bps,632888.8
2026-07-22T10:35:04+00:00,station1,throughput_in_bps,493242.35041725
2026-07-22T10:35:19+00:00,station1,throughput_in_bps,567491.5180276005
2026-07-22T10:35:34+00:00,station1,throughput_in_bps,455088.2909090909
2026-07-22T10:35:49+00:00,station1,throughput_in_bps,566535.6363636364
2026-07-22T10:36:04+00:00,station1,throughput_in_bps,561108.309090909
2026-07-22T10:36:19+00:00,station1,throughput_in_bps,568119.8363636363
2026-07-22T10:36:34+00:00,station1,throughput_in_bps,456097.2909090909
2026-07-22T10:36:49+00:00,station1,throughput_in_bps,569912.0379629462
2026-07-22T10:37:04+00:00,station1,throughput_in_bps,532412.722942385
2026-07-22T10:37:19+00:00,station1,throughput_in_bps,595870.0158184695
2026-07-22T10:37:34+00:00,station1,throughput_in_bps,370594.0
2026-07-22T10:37:49+00:00,station1,throughput_in_bps,471595.50909090904
2026-07-22T10:38:04+00:00,station1,throughput_in_bps,358286.9272727272
2026-07-22T10:38:19+00:00,station1,throughput_in_bps,548775.6909090909
2026-07-22T10:38:34+00:00,station1,throughput_in_bps,557970.1818181818
2026-07-22T10:38:49+00:00,station1,throughput_in_bps,554510.6092838052
2026-07-22T10:39:04+00:00,station1,throughput_in_bps,443001.4362591811
2026-07-22T10:39:19+00:00,station1,throughput_in_bps,554411.4363636363
2026-07-22T10:39:34+00:00,station1,throughput_in_bps,543871.2
2026-07-22T10:39:49+00:00,station1,throughput_in_bps,573639.2611043436
2026-07-22T10:40:04+00:00,station1,throughput_in_bps,444669.2909090909
2026-07-22T10:40:19+00:00,station1,throughput_in_bps,556264.6363636364
2026-07-22T10:40:34+00:00,station1,throughput_in_bps,443746.10909090907
2026-07-22T10:40:49+00:00,station1,throughput_in_bps,590127.9818181818
2026-07-22T10:41:04+00:00,station1,throughput_in_bps,395905.18871354806
2026-07-22T10:41:19+00:00,station1,throughput_in_bps,374001.0181818182
2026-07-22T10:41:34+00:00,station1,throughput_in_bps,279111.3636363636
2026-07-22T10:41:49+00:00,station1,throughput_in_bps,436075.19999999995
2026-07-22T10:42:04+00:00,station1,throughput_in_bps,535866.52969946
2026-07-22T10:42:19+00:00,station1,throughput_in_bps,581127.2545454545
2026-07-22T10:42:34+00:00,station1,throughput_in_bps,440344.4539388761
2026-07-22T10:42:49+00:00,station1,throughput_in_bps,543629.509090909
2026-07-22T10:43:04+00:00,station1,throughput_in_bps,427955.7660491246
2026-07-22T10:43:19+00:00,station1,throughput_in_bps,618791.2181818181
2026-07-22T10:43:34+00:00,station1,throughput_in_bps,454720.3636363636
2026-07-22T10:43:49+00:00,station1,throughput_in_bps,541086.0545454544
2026-07-22T10:44:04+00:00,station1,throughput_in_bps,438419.18181818177
2026-07-22T10:44:19+00:00,station1,throughput_in_bps,554725.2909090909
2026-07-22T10:44:34+00:00,station1,throughput_in_bps,558546.1553846434
2026-07-22T10:44:49+00:00,station1,throughput_in_bps,553689.109090909
2026-07-22T10:45:04+00:00,station1,throughput_in_bps,437252.27714851924
2026-07-22T10:45:19+00:00,station1,throughput_in_bps,490811.4727272727
2026-07-22T10:45:34+00:00,station1,throughput_in_bps,354654.10909090907
2026-07-22T10:45:49+00:00,station1,throughput_in_bps,288141.7272727273
2026-07-22T10:46:04+00:00,station1,throughput_in_bps,80272.01818181817
2026-07-22T10:46:19+00:00,station1,throughput_in_bps,34811.71251431792
2026-07-22T10:46:34+00:00,station1,throughput_in_bps,26651.70909090909
2026-07-22T10:46:49+00:00,station1,throughput_in_bps,35090.56363636363
2026-07-22T10:47:04+00:00,station1,throughput_in_bps,25548.58825882225
2026-07-22T10:47:19+00:00,station1,throughput_in_bps,28358.448028217666
2026-07-22T10:47:34+00:00,station1,throughput_in_bps,18970.41871965964
2026-07-22T10:47:49+00:00,station1,throughput_in_bps,18688.2
2026-07-22T10:48:04+00:00,station1,throughput_in_bps,14313.310183080925
2026-07-22T10:48:19+00:00,station1,throughput_in_bps,10831.763636363636
2026-07-22T10:48:34+00:00,station1,throughput_in_bps,8756.145454545453
2026-07-22T10:48:49+00:00,station1,throughput_in_bps,10541.208341666515
2026-07-22T10:49:04+00:00,station1,throughput_in_bps,8659.364034689017
2026-07-22T10:49:19+00:00,station1,throughput_in_bps,11250.840924380444
2026-07-22T10:49:34+00:00,station1,throughput_in_bps,7852.839039290195
2026-07-22T10:49:49+00:00,station1,throughput_in_bps,8271.104161742514
2026-07-22T10:50:04+00:00,station1,throughput_in_bps,6249.977273140487
2026-07-22T10:50:19+00:00,station1,throughput_in_bps,6969.855093543753
2026-07-22T10:50:34+00:00,station1,throughput_in_bps,6021.0556939469425
2026-07-22T10:50:49+00:00,station1,throughput_in_bps,6118.484446302929
2026-07-22T10:51:04+00:00,station1,throughput_in_bps,4760.194898460085
2026-07-22T10:51:19+00:00,station1,throughput_in_bps,5519.618181818181
2026-07-22T10:51:34+00:00,station1,throughput_in_bps,5261.527272727272
2026-07-22T10:51:49+00:00,station1,throughput_in_bps,5408.9528900525465
2026-07-22T10:52:04+00:00,station1,throughput_in_bps,4091.7999999999997
2026-07-22T10:52:19+00:00,station1,throughput_in_bps,4327.327272727272
2026-07-22T10:52:34+00:00,station1,throughput_in_bps,3012.127052235414
2026-07-22T10:52:49+00:00,station1,throughput_in_bps,4238.490909090909
2026-07-22T10:53:04+00:00,station1,throughput_in_bps,3617.1299747286516
2026-07-22T10:53:19+00:00,station1,throughput_in_bps,3724.59499263623
2026-07-22T10:53:34+00:00,station1,throughput_in_bps,3130.629238405178
2026-07-22T10:53:49+00:00,station1,throughput_in_bps,3899.6163566610307
2026-07-22T10:54:04+00:00,station1,throughput_in_bps,3956.8916928783115
2026-07-22T10:54:19+00:00,station1,throughput_in_bps,4298.04912637952
2026-07-22T10:54:34+00:00,station1,throughput_in_bps,3337.5999999999995
2026-07-22T10:54:49+00:00,station1,throughput_in_bps,4093.107398047308
2026-07-22T10:55:04+00:00,station1,throughput_in_bps,3306.81962802029
2026-07-22T10:55:19+00:00,station1,throughput_in_bps,4623.618181818181
2026-07-22T10:55:34+00:00,station1,throughput_in_bps,3767.022417774222
2026-07-22T10:55:49+00:00,station1,throughput_in_bps,4081.3317090023093
2026-07-22T10:56:04+00:00,station1,throughput_in_bps,3266.14061562517
2026-07-22T10:56:19+00:00,station1,throughput_in_bps,3923.4419314958914
2026-07-22T10:56:34+00:00,station1,throughput_in_bps,3696.3691569244193
2026-07-22T10:56:49+00:00,station1,throughput_in_bps,4077.872727272727
2026-07-22T10:57:04+00:00,station1,throughput_in_bps,3324.127774848645
2026-07-22T10:57:19+00:00,station1,throughput_in_bps,4246.995509172561
2026-07-22T10:57:34+00:00,station1,throughput_in_bps,3697.9999999999995
2026-07-22T10:57:49+00:00,station1,throughput_in_bps,5045.528100510918
2026-07-22T10:58:04+00:00,station1,throughput_in_bps,4214.090909090909
2026-07-22T10:58:19+00:00,station1,throughput_in_bps,134722.05756677638
2026-07-22T10:58:34+00:00,station1,throughput_in_bps,245021.6905147179
2026-07-22T10:58:49+00:00,station1,throughput_in_bps,467414.99999999994
2026-07-22T10:59:04+00:00,station1,throughput_in_bps,558966.8381724634
2026-07-22T10:59:19+00:00,station1,throughput_in_bps,540816.9999999999
