ts_unix,latency_gre_ms,latency_eth0_ms,jitter_gre_ms,loss_gre_pct,util_gre_mbps,net_bytes_recv_eth0,net_bytes_sent_eth0,cpu_usage_system,cpu_usage_user,mem_used_percent,bgp_flap_count,netflow_bulk_bytes,netflow_voice_bytes,ipsec_rekey_events_1h,ipsec_rekey_anomaly,htb_payload_ceil_mbps,path_asymmetry
1701730000,0.3043333365975141,0.36155665743380166,0.05848527505715422,0.0,0.17373424318538855,1027455639.955244,784157976.4852561,17.528286656432204,20.45259483308377,8.786602641534135,6341.0,0.0,0.0,51.0,1.0,34.0,0.05722332083628756
1701730001,0.27165066675861527,0.2404576722119158,0.013940589496896576,0.0,0.20115476995804646,1027601983.1688869,784255711.0938015,10.66711392747286,8.318048870191085,8.721252071076872,6341.0,0.0,0.0,46.0,1.0,34.0,0.031192994546699465
1701730002,0.34829083046160175,0.32803666279888655,0.03586543989219152,0.0,0.1425331444875555,1027753555.9094636,784439931.1931754,19.090101557990526,16.13344566043246,8.561022230155244,6341.0,0.0,0.0,40.0,1.0,34.0,0.020254167662715206
1701730003,0.26722891400698906,0.31444023812729044,0.05024513994966135,0.0,0.1944955737799146,1027896580.4073144,784563085.8945491,12.636580994250492,6.511895493685816,8.736375307806576,6341.0,0.0,0.0,46.0,1.0,34.0,0.04721132412030138
1701730004,0.28236640378769934,0.298537459934825,0.03160727255171126,0.0,0.21842650895891721,1028109030.7067254,784705700.2392762,18.09364435595305,12.608392188101663,9.026479162534468,6341.0,0.0,0.0,51.0,1.0,34.0,0.016171056147125662
1701730005,0.2901521805771089,0.2977956501810894,0.019899668274888996,0.0,0.16635273696109468,1028264828.2328106,784874450.8907598,21.943133165708385,11.784109570114744,8.50424021844536,6341.0,0.0,0.0,52.0,1.0,34.0,0.007643469603980491
1701730006,0.3245416015445948,0.295206867642951,0.050497562197877224,0.0,0.16998240528353786,1028356331.4434808,784947333.5616988,14.450397055622611,11.212745530153624,8.99185807370375,6341.0,0.0,0.0,52.0,1.0,34.0,0.029334733901643817
1701730007,0.2974666433218605,0.2782133531438861,0.03300030139455495,0.0,0.14419986142922986,1028573769.475004,785030058.2001351,9.8582876046916,13.395873391624207,8.923837708127252,6341.0,0.0,0.0,40.0,1.0,34.0,0.01925329017797439
1701730008,0.2980926133211543,0.339096886701422,0.03435259509089234,0.0,0.23073856540236556,1028790771.1169674,785225740.6610179,8.94302586169566,10.43634851814914,8.714606545393835,6341.0,0.0,0.0,53.0,1.0,34.0,0.04100427338026774
1701730009,0.33899090359822986,0.2812803707919261,0.025416662775006045,0.0,0.03172811973179984,1028953880.5374048,785281248.5498039,15.215998703970202,23.356044528655556,8.560813888801848,6341.0,0.0,0.0,41.0,1.0,34.0,0.05771053280630378
1701730010,0.279480176057724,0.3160956885566406,0.03799415213803155,0.0,0.17604683466408502,1029146147.8412718,785443925.0681782,14.886966183735698,2.0,8.552291076234976,6341.0,0.0,0.0,43.0,1.0,34.0,0.03661551249891659
1701730011,0.2378188287874884,0.2858287226932104,0.028165506908475253,0.0,0.269501652664473,1029350034.39463,785502028.6470727,6.0006439002393765,17.334042157737613,8.715233722510877,6341.0,0.0,0.0,48.0,1.0,34.0,0.04800989390572202
1701730012,0.310698285645021,0.33109202323781695,0.061650004001158734,0.0,0.16372349249254506,1029488765.2365259,785683818.4354148,16.493833887440573,11.420967986382495,8.711182057886965,6341.0,0.0,0.0,51.0,1.0,34.0,0.020393737592795946
1701730013,0.283091898566616,0.28025730140534616,0.04357894409844444,0.0,0.16754912939463043,1029713536.99391,785762588.8776817,13.902902051063979,17.63669207207293,8.863192648311614,6341.0,0.0,0.0,51.0,1.0,34.0,0.002834597161269825
