timestamp,host,metric,value
2026-07-17T18:13:59+00:00,station1,throughput_in_bps,534171.9122165857
2026-07-17T18:14:14+00:00,station1,throughput_in_bps,587929.7649133652
2026-07-17T18:14:29+00:00,station1,throughput_in_bps,445776.5514482608
2026-07-17T18:14:44+00:00,station1,throughput_in_bps,557051.3272727273
2026-07-17T18:14:59+00:00,station1,throughput_in_bps,444785.8363636363
2026-07-17T18:15:14+00:00,station1,throughput_in_bps,640456.2
2026-07-17T18:15:29+00:00,station1,throughput_in_bps,477974.1272727272
2026-07-17T18:15:44+00:00,station1,throughput_in_bps,445155.94545454544
2026-07-17T18:15:59+00:00,station1,throughput_in_bps,333804.63636363635
2026-07-17T18:16:14+00:00,station1,throughput_in_bps,446651.3272727272
2026-07-17T18:16:29+00:00,station1,throughput_in_bps,527288.6234295169
2026-07-17T18:16:44+00:00,station1,throughput_in_bps,595312.2738759704
2026-07-17T18:16:59+00:00,station1,throughput_in_bps,370958.0734895729
2026-07-17T18:17:14+00:00,station1,throughput_in_bps,444970.5999999999
2026-07-17T18:17:29+00:00,station1,throughput_in_bps,331683.078489482
2026-07-17T18:17:44+00:00,station1,throughput_in_bps,518965.89152924495
2026-07-17T18:17:59+00:00,station1,throughput_in_bps,555451.3999999999
2026-07-17T18:18:14+00:00,station1,throughput_in_bps,551018.1636363636
2026-07-17T18:18:29+00:00,station1,throughput_in_bps,436135.8727272728
2026-07-17T18:18:44+00:00,station1,throughput_in_bps,539884.0245077541
2026-07-17T18:18:59+00:00,station1,throughput_in_bps,498112.2706859875
2026-07-17T18:19:14+00:00,station1,throughput_in_bps,575401.3272727273
2026-07-17T18:19:29+00:00,station1,throughput_in_bps,428204.8545454545
2026-07-17T18:19:44+00:00,station1,throughput_in_bps,543504.8181818181
2026-07-17T18:19:59+00:00,station1,throughput_in_bps,440530.3358120761
2026-07-17T18:20:14+00:00,station1,throughput_in_bps,623025.8
2026-07-17T18:20:29+00:00,station1,throughput_in_bps,488535.2909090909
2026-07-17T18:20:44+00:00,station1,throughput_in_bps,553890.3090909091
2026-07-17T18:20:59+00:00,station1,throughput_in_bps,443603.41818181815
2026-07-17T18:21:14+00:00,station1,throughput_in_bps,556160.6727272726
2026-07-17T18:21:29+00:00,station1,throughput_in_bps,558826.7454545455
2026-07-17T18:21:44+00:00,station1,throughput_in_bps,556128.7818181817
2026-07-17T18:21:59+00:00,station1,throughput_in_bps,443630.70909090905
2026-07-17T18:22:14+00:00,station1,throughput_in_bps,554082.9999999999
2026-07-17T18:22:29+00:00,station1,throughput_in_bps,504899.1454545455
2026-07-17T18:22:44+00:00,station1,throughput_in_bps,607206.338527556
