timestamp,host,metric,value
2026-07-21T06:23:12.817088+00:00,station1,bgp_update_rate,8.1639
2026-07-21T06:24:13.728293+00:00,station2,bgp_update_rate,12.8728
2026-07-21T06:26:11.318946+00:00,station1,bgp_update_rate,16.0261
2026-07-21T06:26:51.861060+00:00,station2,bgp_update_rate,9.9779
2026-07-21T06:29:05.545148+00:00,station1,bgp_update_rate,12.7534
2026-07-21T06:31:59.037604+00:00,station1,bgp_update_rate,53.2841
2026-07-21T06:32:15.076413+00:00,station1,bgp_update_rate,52.6351
2026-07-21T06:32:31.090330+00:00,station1,bgp_update_rate,35.2062
2026-07-21T06:32:47.096956+00:00,station1,bgp_update_rate,30.3395
2026-07-21T06:33:04.337440+00:00,station1,bgp_update_rate,27.2530
2026-07-21T06:40:42.279016+00:00,station1,bgp_update_rate,17.2307
2026-07-21T06:42:29.433398+00:00,station1,bgp_update_rate,11.2436
2026-07-21T06:42:48.936411+00:00,station2,bgp_update_rate,11.3144
2026-07-21T06:44:16.513404+00:00,station1,bgp_update_rate,16.7287
2026-07-21T06:46:03.567749+00:00,station1,bgp_update_rate,15.4184
2026-07-21T06:47:03.507602+00:00,station2,bgp_update_rate,7.7801
2026-07-21T06:47:51.710610+00:00,station1,bgp_update_rate,20.3922
2026-07-21T06:48:04.104206+00:00,station1,bgp_update_rate,27.3763
2026-07-21T06:48:16.424978+00:00,station1,bgp_update_rate,28.3141
2026-07-21T06:48:28.745291+00:00,station1,bgp_update_rate,31.6425
2026-07-21T06:48:41.080721+00:00,station1,bgp_update_rate,51.0196
2026-07-21T06:48:54.611713+00:00,station1,bgp_update_rate,36.0585
2026-07-21T07:05:43.682033+00:00,station1,bgp_update_rate,7.3875
2026-07-21T07:08:10.206884+00:00,station1,bgp_update_rate,10.9505
2026-07-21T07:08:22.726923+00:00,station2,bgp_update_rate,4.6534
2026-07-21T07:10:35.793577+00:00,station1,bgp_update_rate,13.6307
2026-07-21T07:13:04.026702+00:00,station1,bgp_update_rate,21.8608
2026-07-21T07:13:26.616687+00:00,station1,bgp_update_rate,30.5600
2026-07-21T07:13:45.243650+00:00,station1,bgp_update_rate,23.4527
2026-07-21T07:14:09.030810+00:00,station1,bgp_update_rate,26.4118
2026-07-21T07:14:34.261400+00:00,station1,bgp_update_rate,21.4301
2026-07-21T07:14:52.776482+00:00,station1,bgp_update_rate,40.2369
2026-07-21T07:15:10.339530+00:00,station1,bgp_update_rate,36.3761
2026-07-21T07:28:41.349516+00:00,station1,bgp_update_rate,10.4860
2026-07-21T07:30:54.782175+00:00,station2,bgp_update_rate,13.3889
2026-07-21T07:32:45.553233+00:00,station1,bgp_update_rate,6.8938
2026-07-21T07:35:20.746852+00:00,station2,bgp_update_rate,10.7519
2026-07-21T07:36:49.683411+00:00,station1,bgp_update_rate,36.6564
2026-07-21T07:37:07.096450+00:00,station1,bgp_update_rate,28.3600
2026-07-21T07:37:23.501132+00:00,station1,bgp_update_rate,23.6049
2026-07-21T07:37:42.013975+00:00,station1,bgp_update_rate,33.9262
2026-07-21T07:37:59.504041+00:00,station1,bgp_update_rate,46.4270
2026-07-21T07:38:25.684743+00:00,station1,bgp_update_rate,23.6628
2026-07-21T07:38:42.097675+00:00,station1,bgp_update_rate,26.5865
2026-07-21T07:50:51.935653+00:00,station1,bgp_update_rate,10.0892
2026-07-21T07:53:16.758885+00:00,station1,bgp_update_rate,8.7816
2026-07-21T07:53:25.129728+00:00,station2,bgp_update_rate,10.4510
2026-07-21T07:55:41.606144+00:00,station1,bgp_update_rate,7.0365
2026-07-21T07:58:06.456873+00:00,station1,bgp_update_rate,14.8596
2026-07-21T08:00:32.355129+00:00,station1,bgp_update_rate,30.9036
2026-07-21T08:00:55.623198+00:00,station1,bgp_update_rate,36.6409
2026-07-21T08:01:25.465476+00:00,station1,bgp_update_rate,35.7328
2026-07-21T08:01:44.188928+00:00,station1,bgp_update_rate,21.6014
2026-07-21T08:02:02.905132+00:00,station1,bgp_update_rate,27.9367
2026-07-21T08:02:21.614696+00:00,station1,bgp_update_rate,32.0971
2026-07-21T08:02:41.636534+00:00,station1,bgp_update_rate,49.2163
2026-07-21T08:13:47.989739+00:00,station1,bgp_update_rate,9.4701
2026-07-21T08:15:08.688280+00:00,station2,bgp_update_rate,4.4700
2026-07-21T08:18:16.988129+00:00,station1,bgp_update_rate,12.5820
2026-07-21T08:18:19.494171+00:00,station2,bgp_update_rate,11.9546
2026-07-21T08:22:46.064494+00:00,station1,bgp_update_rate,49.5539
2026-07-21T08:23:03.680689+00:00,station1,bgp_update_rate,22.5506
2026-07-21T08:23:21.317815+00:00,station1,bgp_update_rate,22.9416
2026-07-21T08:23:38.990254+00:00,station1,bgp_update_rate,20.9597
2026-07-21T08:23:56.668320+00:00,station1,bgp_update_rate,28.3069
