timestamp,host,metric,value
2026-07-21T04:10:30.368133+00:00,station1,bgp_update_rate,13.0237
2026-07-21T04:12:48.144447+00:00,station1,bgp_update_rate,12.4423
2026-07-21T04:15:06.959949+00:00,station1,bgp_update_rate,10.9869
2026-07-21T04:17:26.083205+00:00,station1,bgp_update_rate,13.1793
2026-07-21T04:19:43.838992+00:00,station1,bgp_update_rate,28.5273
2026-07-21T04:20:06.115623+00:00,station1,bgp_update_rate,46.0486
2026-07-21T04:20:26.597332+00:00,station1,bgp_update_rate,27.0529
2026-07-21T04:20:48.135535+00:00,station1,bgp_update_rate,20.2931
2026-07-21T04:21:09.688592+00:00,station1,bgp_update_rate,39.8034
2026-07-21T04:29:00.031315+00:00,station1,bgp_update_rate,13.6136
2026-07-21T04:31:05.076441+00:00,station1,bgp_update_rate,10.4669
2026-07-21T04:33:09.856282+00:00,station1,bgp_update_rate,11.7401
2026-07-21T04:35:13.599575+00:00,station1,bgp_update_rate,34.2281
2026-07-21T04:35:33.214623+00:00,station1,bgp_update_rate,33.2153
2026-07-21T04:35:52.820237+00:00,station1,bgp_update_rate,40.4062
2026-07-21T04:36:12.369940+00:00,station1,bgp_update_rate,52.5683
2026-07-21T04:36:32.014079+00:00,station1,bgp_update_rate,39.1637
2026-07-21T04:36:50.607875+00:00,station1,bgp_update_rate,53.4996
2026-07-21T04:46:20.704537+00:00,station1,bgp_update_rate,7.0449
2026-07-21T04:48:17.350532+00:00,station1,bgp_update_rate,8.2930
2026-07-21T04:50:12.984096+00:00,station1,bgp_update_rate,9.6604
2026-07-21T04:52:07.669853+00:00,station1,bgp_update_rate,6.9073
2026-07-21T04:54:03.245253+00:00,station1,bgp_update_rate,34.5589
2026-07-21T04:54:13.920822+00:00,station1,bgp_update_rate,36.0236
2026-07-21T04:54:24.600965+00:00,station1,bgp_update_rate,29.8311
2026-07-21T04:54:35.342619+00:00,station1,bgp_update_rate,28.1830
2026-07-21T04:54:46.037933+00:00,station1,bgp_update_rate,20.5151
2026-07-21T04:54:56.726240+00:00,station1,bgp_update_rate,35.8018
2026-07-21T04:55:08.762625+00:00,station1,bgp_update_rate,34.1291
2026-07-21T05:02:44.055572+00:00,station1,bgp_update_rate,17.9978
2026-07-21T05:06:04.221104+00:00,station1,bgp_update_rate,14.0505
2026-07-21T05:09:23.419299+00:00,station1,bgp_update_rate,9.6184
2026-07-21T05:12:42.542942+00:00,station1,bgp_update_rate,43.1968
2026-07-21T05:12:57.206579+00:00,station1,bgp_update_rate,46.0223
2026-07-21T05:13:11.829307+00:00,station1,bgp_update_rate,35.5784
2026-07-21T05:13:26.482772+00:00,station1,bgp_update_rate,30.6344
2026-07-21T05:13:41.140021+00:00,station1,bgp_update_rate,50.0940
2026-07-21T05:21:21.936372+00:00,station1,bgp_update_rate,6.0142
2026-07-21T05:25:38.221193+00:00,station1,bgp_update_rate,17.4892
2026-07-21T05:29:54.502062+00:00,station1,bgp_update_rate,52.0865
2026-07-21T05:30:32.197672+00:00,station1,bgp_update_rate,50.7072
2026-07-21T05:30:59.890194+00:00,station1,bgp_update_rate,31.6550
2026-07-21T05:31:19.131174+00:00,station1,bgp_update_rate,52.7867
2026-07-21T05:31:37.325080+00:00,station1,bgp_update_rate,22.1347
2026-07-21T05:31:56.526146+00:00,station1,bgp_update_rate,24.8488
2026-07-21T05:32:14.702697+00:00,station1,bgp_update_rate,46.4094
2026-07-21T05:40:11.313879+00:00,station1,bgp_update_rate,8.0304
2026-07-21T05:42:50.872433+00:00,station1,bgp_update_rate,6.8202
2026-07-21T05:45:31.573175+00:00,station1,bgp_update_rate,14.9427
2026-07-21T05:48:12.268630+00:00,station1,bgp_update_rate,52.7226
2026-07-21T05:48:29.022454+00:00,station1,bgp_update_rate,27.8394
2026-07-21T05:48:46.792709+00:00,station1,bgp_update_rate,23.1176
2026-07-21T05:49:04.588406+00:00,station1,bgp_update_rate,38.0971
2026-07-21T05:49:22.315484+00:00,station1,bgp_update_rate,21.7085
2026-07-21T05:49:40.172749+00:00,station1,bgp_update_rate,32.0255
2026-07-21T05:50:06.432783+00:00,station1,bgp_update_rate,42.3657
