timestamp,host,metric,value
2026-07-15T20:37:36.392687+00:00,station1,bgp_update_rate,13.6646
2026-07-15T20:41:52.699616+00:00,station1,bgp_update_rate,9.2440
2026-07-15T20:46:08.946472+00:00,station1,bgp_update_rate,53.0749
2026-07-15T20:46:25.959604+00:00,station1,bgp_update_rate,24.2757
2026-07-15T20:46:44.001947+00:00,station1,bgp_update_rate,38.1326
2026-07-15T20:47:01.031699+00:00,station1,bgp_update_rate,20.8657
2026-07-15T20:47:19.334414+00:00,station1,bgp_update_rate,22.9365
2026-07-15T21:10:51.481450+00:00,station2,bgp_update_rate,8.5140
2026-07-15T21:12:43.585430+00:00,station2,bgp_update_rate,6.7154
2026-07-15T22:44:09.330770+00:00,station1,bgp_update_rate,8.2454
2026-07-15T22:45:44.431367+00:00,station1,bgp_update_rate,10.6335
2026-07-15T22:47:20.507126+00:00,station1,bgp_update_rate,17.9808
2026-07-15T22:49:05.104931+00:00,station1,bgp_update_rate,14.8531
2026-07-15T22:50:49.622746+00:00,station1,bgp_update_rate,22.2535
2026-07-15T22:51:09.376979+00:00,station1,bgp_update_rate,35.7415
2026-07-15T22:51:25.224138+00:00,station1,bgp_update_rate,33.4862
2026-07-15T22:51:41.191717+00:00,station1,bgp_update_rate,48.5902
2026-07-15T22:51:57.157673+00:00,station1,bgp_update_rate,44.9968
2026-07-15T22:52:16.199712+00:00,station1,bgp_update_rate,21.0758
2026-07-15T23:09:22.443916+00:00,station2,bgp_update_rate,4.0924
2026-07-16T00:04:42.938217+00:00,station1,bgp_update_rate,14.0619
2026-07-16T00:07:44.756433+00:00,station1,bgp_update_rate,6.8760
2026-07-16T00:10:47.543244+00:00,station1,bgp_update_rate,39.9592
2026-07-16T00:11:01.220893+00:00,station1,bgp_update_rate,39.7925
2026-07-16T00:11:16.009301+00:00,station1,bgp_update_rate,35.3668
2026-07-16T00:11:35.878662+00:00,station1,bgp_update_rate,20.3878
2026-07-16T00:34:03.037946+00:00,station2,bgp_update_rate,7.1375
2026-07-16T00:38:12.138979+00:00,station2,bgp_update_rate,12.6346
2026-07-16T01:39:57.587949+00:00,station2,bgp_update_rate,6.7908
2026-07-16T02:40:43.971986+00:00,station1,bgp_update_rate,12.2770
2026-07-16T02:42:36.070047+00:00,station1,bgp_update_rate,17.1404
2026-07-16T02:44:28.140335+00:00,station1,bgp_update_rate,15.0922
2026-07-16T02:46:20.227977+00:00,station1,bgp_update_rate,16.8775
2026-07-16T02:48:13.299912+00:00,station1,bgp_update_rate,41.9613
2026-07-16T02:48:27.502955+00:00,station1,bgp_update_rate,27.8569
2026-07-16T02:48:40.649443+00:00,station1,bgp_update_rate,30.8170
2026-07-16T02:48:53.791703+00:00,station1,bgp_update_rate,49.9772
2026-07-16T02:49:06.934806+00:00,station1,bgp_update_rate,37.7989
2026-07-16T02:49:21.149553+00:00,station1,bgp_update_rate,27.2486
2026-07-16T02:49:35.352747+00:00,station1,bgp_update_rate,26.9876
2026-07-16T04:47:39.668542+00:00,station2,bgp_update_rate,13.9911
2026-07-16T04:50:40.855422+00:00,station2,bgp_update_rate,10.6731
2026-07-16T05:09:14.949316+00:00,station2,bgp_update_rate,10.9675
2026-07-16T05:12:44.210653+00:00,station2,bgp_update_rate,9.1007
2026-07-16T05:40:47.536139+00:00,station1,bgp_update_rate,8.5580
2026-07-16T05:45:07.330784+00:00,station1,bgp_update_rate,17.2963
2026-07-16T05:49:27.212262+00:00,station1,bgp_update_rate,20.4801
2026-07-16T05:49:40.928593+00:00,station1,bgp_update_rate,47.0076
2026-07-16T05:49:56.700476+00:00,station1,bgp_update_rate,47.6694
2026-07-16T05:50:10.373340+00:00,station1,bgp_update_rate,43.7899
2026-07-16T05:50:36.995657+00:00,station1,bgp_update_rate,34.5253
