ts_unix,latency_gre_ms,latency_eth0_ms,jitter_gre_ms,loss_gre_pct,util_gre_mbps,net_bytes_recv_eth0,net_bytes_sent_eth0,cpu_usage_system,cpu_usage_user,mem_used_percent,bgp_flap_count,netflow_bulk_bytes,netflow_voice_bytes,ipsec_rekey_events_1h,ipsec_rekey_anomaly,htb_payload_ceil_mbps,path_asymmetry
1701700000,0.2972091939765287,0.2855883400943288,0.05242508593425098,0.0,0.02,1590093591.8575497,678225885.2162038,13.367109886370121,18.42062154770578,8.77940448262376,5184.0,0.0,0.0,51.0,1.0,34.0,0.011620853882199855
1701700001,0.2941366523948211,0.30725635043728605,0.032323205122945314,0.0,0.25290387097121714,1590244974.7455766,678305211.1485068,20.35133566779017,18.687190473471034,9.027791770049882,5184.0,0.0,0.0,43.0,1.0,34.0,0.013119698042464933
1701700002,0.3102481315798486,0.26975376286124886,0.04072826223065462,0.0,0.31159909247585194,1590443457.834911,678426015.3259213,13.326842169561202,13.547766346956692,8.800083022549986,5184.0,0.0,0.0,50.0,1.0,34.0,0.04049436871859974
1701700003,0.2588278282836993,0.24497982283184255,0.034166788559387984,0.0,0.1117973363622936,1590547182.3502996,678607272.06248,12.486476458794957,6.443289067803873,8.65650751126477,5184.0,0.0,0.0,54.0,1.0,34.0,0.01384800545185677
1701700004,0.3172766828214744,0.3240455470710262,0.040016129932490624,0.0,0.26034829209011784,1590644631.7557652,678790692.2899818,8.308312229195526,10.045504079363882,8.483471654838125,5184.0,0.0,0.0,44.0,1.0,34.0,0.006768864249551754
1701700005,0.277825095560316,0.2708206028857608,0.029820314659334747,0.0,0.2480829118523023,1590807793.379966,678945467.3929871,10.63718395657079,12.465786353017345,8.82364314264811,5184.0,0.0,0.0,49.0,1.0,34.0,0.007004492674555163
1701700006,0.27683656323513,0.26299587833838917,0.030709563276889493,0.0,0.16274798755665765,1591057529.8401442,679086634.03733,12.365393346501172,14.812198375224586,8.688648024827632,5184.0,0.0,0.0,44.0,1.0,34.0,0.01384068489674084
1701700007,0.29786589674171293,0.2747108269198403,0.012858657486842891,0.0,0.20567017805480156,1591173028.5849526,679263551.5599573,15.768604024072594,9.746557616535663,8.569348984755864,5184.0,0.0,0.0,49.0,1.0,34.0,0.023155069821872654
1701700008,0.29503932328963683,0.2639298836262414,0.0476862620359571,0.0,0.2194459058352353,1591371275.1581614,679334755.5228784,13.689696016255239,12.435523632019663,8.62934362856734,5184.0,0.0,0.0,54.0,1.0,34.0,0.03110943966339541
1701700009,0.336304078725956,0.26236878467551555,0.018216807540798824,0.0,0.23150627573295604,1591470046.7954392,679445076.4912522,12.179135998987054,11.994285752226444,8.389321922387618,5184.0,0.0,0.0,47.0,1.0,34.0,0.07393529405044047
1701700010,0.29762825536259546,0.3122333251898767,0.013530263682532597,0.0,0.1624233106847066,1591645416.612894,679531733.9752903,13.78063857217584,12.11150754782835,8.570744660384387,5184.0,0.0,0.0,42.0,1.0,34.0,0.014605069827281214
1701700011,0.2869965760266927,0.292480181801815,0.02192286984467464,0.0,0.22783844467930636,1591847805.964097,679718112.6592114,12.358754097383525,13.552632236635834,8.90426569131306,5184.0,0.0,0.0,41.0,1.0,34.0,0.005483605775122302
1701700012,0.3803830262448,0.27531253103735165,0.04841998571121322,0.0,0.1784397111606924,1591995943.7602975,679837275.832287,10.012809712665739,7.311019396748994,9.0070660257838,5184.0,0.0,0.0,49.0,1.0,34.0,0.10507049520744838
1701700013,0.2917577999682094,0.3371215378665985,0.06524807945964464,0.0,0.1077183057593715,1592157534.8253832,679968222.4915472,18.5951375800716,11.152772951067826,9.014191679162227,5184.0,0.0,0.0,44.0,1.0,34.0,0.0453637378983891
1701700014,0.25616165802644064,0.27686553663492053,0.058367583470014577,0.0,0.09614460298912586,1592285313.5438888,680026353.3863378,16.089510203554582,13.348433898683837,8.959451990219339,5184.0,0.0,0.0,53.0,1.0,34.0,0.020703878608479886
1701700015,0.21860891360934753,0.32260221988092713,0.020753335122119458,0.0,0.13272556591115128,1592489893.7200527,680105825.5031111,12.501493939667032,7.739924363585882,8.851303277240964,5184.0,0.0,0.0,54.0,1.0,34.0,0.1039933062715796
1701700016,0.24700192091661644,0.2891930532707561,0.05239983216989018,0.0,0.15300155474124272,1592631520.283042,680224705.2348722,19.905827595658643,9.992905490512367,8.968747522035427,5184.0,0.0,0.0,46.0,1.0,34.0,0.04219113235413968
1701700017,0.2632745409413902,0.26137211018906,0.05915049165879443,0.0,0.19148789056237878,1592773130.160345,680382315.8971756,13.938135880613435,17.27201916396761,8.80036418799012,5184.0,0.0,0.0,41.0,1.0,34.0,0.0019024307523302086
1701700018,0.2314590290398181,0.3066110900656245,0.06985722902746107,0.0,0.16683846208483405,1592881480.6000485,680514861.4254009,14.828206553247899,4.49018892520646,8.994689188527524,5184.0,0.0,0.0,49.0,1.0,34.0,0.07515206102580638
1701700019,0.3685436003383528,0.35674926280532726,0.006841036464579807,0.0,0.2333795462362242,1593113027.0814052,680630618.7683873,17.381308263075905,10.10302196595028,9.059627533253646,5184.0,0.0,0.0,40.0,1.0,34.0,0.011794337533025556
1701700020,0.29572943889537434,0.30223437949408805,0.044795968570734215,0.0,0.2534818518202013,1593198619.844592,680814007.4358689,15.081855009473593,9.157650364179984,8.58269611669845,5184.0,0.0,0.0,52.0,1.0,34.0,0.006504940598713704
1701700021,0.2520345569339996,0.30517190385371024,0.05324006392271982,0.0,0.2377157216289906,1593447997.743567,681010193.5557953,11.570842755238843,13.88333783308157,8.607958163694509,5184.0,0.0,0.0,54.0,1.0,34.0,0.053137346919710615
1701700022,0.3602821776449964,0.35996030791114786,0.03324673799111018,0.0,0.19616472982604027,1593533225.8051622,681096751.6173936,14.152098189030696,9.424377292616098,8.906651185709702,5184.0,0.0,0.0,52.0,1.0,34.0,0.00032186973384856765
1701700023,0.3404556426430473,0.30124939193417855,0.02992516197909288,0.0,0.1267932056283184,1593743865.6630843,681261811.2586278,17.283919552993307,8.298642590688509,9.005122514692658,5184.0,0.0,0.0,54.0,1.0,34.0,0.03920625070886874
