ts_unix,latency_gre_ms,latency_eth0_ms,jitter_gre_ms,loss_gre_pct,util_gre_mbps,net_bytes_recv_eth0,net_bytes_sent_eth0,cpu_usage_system,cpu_usage_user,mem_used_percent,bgp_flap_count,netflow_bulk_bytes,netflow_voice_bytes,ipsec_rekey_events_1h,ipsec_rekey_anomaly,htb_payload_ceil_mbps,path_asymmetry
1703770000,0.3362647746086475,0.359993418447754,0.059900042286239547,0.0,0.07772015960081737,1275222399.0636938,566247407.2787083,17.2332797849056,12.908195560519559,8.757869966203307,6875.0,0.0,0.0,44.0,1.0,34.0,0.0237286438391065
1703770001,0.2523833161685136,0.3005027512871077,0.053741442417768036,0.0,0.1549744550397641,1275420887.1856933,566338265.6773772,16.076344305030055,12.22136020518232,8.701024706351522,6875.0,0.0,0.0,46.0,1.0,34.0,0.04811943511859407
1703770002,0.22861476401975162,0.2989009047498442,0.013429215868388009,0.0,0.2845773703713774,1275613583.1370702,566444794.766336,14.698539559898405,18.333547294200514,8.820099145261947,6875.0,0.0,0.0,46.0,1.0,34.0,0.0702861407300926
1703770003,0.3280745076244082,0.33755204278967904,0.045373752811853255,0.0,0.269966598558655,1275741515.8274405,566510549.8937963,9.309115348432202,14.3375294556063,8.67384137582888,6875.0,0.0,0.0,40.0,1.0,34.0,0.009477535165270834
1703770004,0.2957740544681347,0.25537264559004585,0.02113472370106045,0.0,0.19585749207294556,1275924593.344327,566566152.5288181,6.028169957395475,13.046594931792487,8.931990262170768,6875.0,0.0,0.0,52.0,1.0,34.0,0.04040140887808885
1703770005,0.2652040227044133,0.30857288763045465,0.022831195508436035,0.0,0.2544830623206462,1276110348.031375,566631714.5154439,11.10231129575368,9.502290567583088,8.595228658350992,6875.0,0.0,0.0,43.0,1.0,34.0,0.04336886492604136
1703770006,0.3174786347383169,0.2826789182649838,0.06317209877456399,0.0,0.19411694457734655,1276337650.2482672,566786790.1725793,16.255371876620405,10.21785210325342,8.738192751606023,6875.0,0.0,0.0,54.0,1.0,34.0,0.034799716473333075
1703770007,0.2978407930167096,0.25814629414271534,0.042392474090621635,0.0,0.10461557581125071,1276430271.3688939,566947644.5784968,10.241475361252125,9.184042772318225,8.301281824116504,6875.0,0.0,0.0,40.0,1.0,34.0,0.03969449887399429
1703770008,0.27460762021163204,0.3120910090423403,0.05682791692694367,0.0,0.215926915077775,1276595641.3495584,567119333.81942,10.306447357662792,7.597435527727714,8.976673368752243,6875.0,0.0,0.0,40.0,1.0,34.0,0.03748338883070823
1703770009,0.29516330807748103,0.31577046179755763,0.05944006262648695,0.0,0.16358107612878348,1276807820.7851548,567201932.1170315,17.11003067437272,16.45039097293347,8.672866115150434,6875.0,0.0,0.0,40.0,1.0,34.0,0.0206071537200766
1703770010,0.25404812323386805,0.2588704797025345,0.05708087715827777,0.0,0.29274396246235723,1276955949.374377,567278749.0414714,15.676602814662642,14.625983275922515,8.769496513123661,6875.0,0.0,0.0,45.0,1.0,34.0,0.004822356468666467
1703770011,0.317413158359134,0.2774993274918896,0.027650329579232052,0.0,0.20006704767919964,1277079453.3124046,567429555.381122,11.67770735123073,16.14248701573286,8.800256273079828,6875.0,0.0,0.0,46.0,1.0,34.0,0.03991383086724437
1703770012,0.2686224668669807,0.25442083895898676,0.011862644296885959,0.0,0.14616651965647973,1277236249.925633,567502875.27046,11.946315783337269,11.355700539287447,8.799208511422103,6875.0,0.0,0.0,46.0,1.0,34.0,0.014201627907993952
1703770013,0.23856641728548061,0.2742173995227797,0.03201537220746016,0.0,0.2638795762378929,1277415218.8201046,567638587.3783275,12.983061536003612,12.325795237251855,8.733030937284415,6875.0,0.0,0.0,52.0,1.0,34.0,0.03565098223729907
1703770014,0.32479704236345086,0.2657661844842985,0.0557070352606468,0.0,0.19978707352777525,1277587339.8091207,567692194.8343434,14.828070821122347,12.258856093380842,8.810107383759632,6875.0,0.0,0.0,44.0,1.0,34.0,0.059030857879152354
1703770015,0.34029009717142406,0.2952297018294477,0.04174914091847771,0.0,0.22047184484872143,1277747766.3633802,567795520.7261521,16.823102573784478,14.468137034944359,8.780540182361243,6875.0,0.0,0.0,44.0,1.0,34.0,0.04506039534197637
1703770016,0.2917227819703407,0.2953712117587642,0.06493589036658154,0.0,0.1906899971810716,1277944129.804774,567926887.5095783,11.452453665938485,8.379410879462108,9.01474826543141,6875.0,0.0,0.0,45.0,1.0,34.0,0.0036484297884235017
1703770017,0.30306684627009,0.32032841557103453,0.03848619638932265,0.0,0.24442648046842125,1278058047.2396214,568110809.1223553,15.36791739827095,17.897495034248596,9.002422238137292,6875.0,0.0,0.0,50.0,1.0,34.0,0.017261569300944524
1703770018,0.2977615812325998,0.30085175160193367,0.05077669580740822,0.0,0.09584115940074213,1278213519.257922,568181877.232977,15.637144581834482,11.292495044532137,8.910078986591719,6875.0,0.0,0.0,53.0,1.0,34.0,0.0030901703693338445
1703770019,0.30354402797481117,0.3365468674592789,0.04756008406649277,0.0,0.21202578001286912,1278351049.1488116,568371774.8406925,16.146944628823235,11.150912113820985,8.833859914731415,6875.0,0.0,0.0,40.0,1.0,34.0,0.03300283948446775
1703770020,0.2447902229995811,0.3214061047298796,0.04106686695962865,0.0,0.07338315658516761,1278454738.6048605,568537499.427236,16.73912310526215,13.044751748059273,8.654261469796989,6875.0,0.0,0.0,51.0,1.0,34.0,0.07661588173029854
1703770021,0.32733980306257365,0.29371898630249205,0.03916016624230472,0.0,0.11419124987602826,1278697366.4004319,568727832.8450435,19.014399456732562,8.450596602835555,8.619539067522853,6875.0,0.0,0.0,41.0,1.0,34.0,0.03362081676008161
1703770022,0.25104308100449046,0.2740356666450044,0.043402147173354104,0.0,0.2038421612925773,1278814549.3521721,568893712.5224316,10.617729120322734,13.974285226140688,8.55051521363115,6875.0,0.0,0.0,46.0,1.0,34.0,0.02299258564051393
1703770023,0.27846504491536667,0.27138240393885277,0.03332756878791147,0.0,0.19693105013626533,1278920006.1081831,569034619.7038544,15.140766833886735,8.815682821880502,8.766097030334697,6875.0,0.0,0.0,47.0,1.0,34.0,0.007082640976513899
1703770024,0.3178098638088738,0.2895438113825479,0.045509454679555944,0.0,0.13928417902227747,1279160178.6684713,569138975.5300583,14.449519205057339,9.839794219406457,8.653409184608075,6875.0,0.0,0.0,47.0,1.0,34.0,0.028266052426325905
1703770025,0.2734196492965961,0.31046570303156446,0.05860551580633132,0.0,0.1567182745372641,1279247602.582961,569209509.6761066,16.2962847241285,11.537804252697473,8.806701716547746,6875.0,0.0,0.0,42.0,1.0,34.0,0.03704605373496833
1703770026,0.3352551227399041,0.27077339054111366,0.031114293084732587,0.0,0.19696274446080075,1279467143.3311524,569337908.351521,12.4863016593248,13.315724673632708,8.757346032246137,6875.0,0.0,0.0,46.0,1.0,34.0,0.06448173219879044
1703770027,0.2743068867332919,0.32278368855546463,0.031286752290933785,0.0,0.04054139112339425,1279664629.4230587,569480368.7191317,11.043858120161163,13.691983986897426,8.863500272674663,6875.0,0.0,0.0,43.0,1.0,34.0,0.04847680182217273
1703770028,0.2865430963812546,0.28558953973337725,0.0583150019680274,0.0,0.17812893145031544,1279772668.4020483,569674665.0675867,18.130687861498437,13.647157648120782,9.134070606850193,6875.0,0.0,0.0,43.0,1.0,34.0,0.0009535566478773294
1703770029,0.28958914533781416,0.24927974408756284,0.03663452016126449,0.0,0.1457701187115263,1279870496.8628054,569851092.0903429,12.654460392018494,18.539491139375862,8.748170786099545,6875.0,0.0,0.0,49.0,1.0,34.0,0.040309401250251314
1703770030,0.3526474036533651,0.27598049631748356,0.017502916892580992,0.0,0.11029348763808725,1280053047.2112527,569960095.9787136,18.011969008462923,14.382042551010182,8.961326645479513,6875.0,0.0,0.0,52.0,1.0,34.0,0.07666690733588155
1703770031,0.2163984038365468,0.27280818403779583,0.07751089505687436,0.0,0.139334813689315,1280252795.0134358,570053114.1929175,14.548144301781095,10.357934258549449,8.876914007986134,6875.0,0.0,0.0,51.0,1.0,34.0,0.05640978020124904
1703770032,0.3079638822121894,0.2953742689350297,0.06593793561655656,0.0,0.3061599039144535,1280380732.683562,570145425.183929,12.609352769260116,7.223928926360337,8.826037906413706,6875.0,0.0,0.0,40.0,1.0,34.0,0.012589613277159684
1703770033,0.3609164170335163,0.3018101238348655,0.025494017830078333,0.0,0.09216944654291935,1280547047.1932583,570319977.5146743,25.305582888833914,5.569557533692514,8.691139862393422,6875.0,0.0,0.0,46.0,1.0,34.0,0.059106293198650794
1703770034,0.2916966599567806,0.30385394904424046,0.05086643148217096,0.0,0.28204741078119006,1280632138.5543935,570513485.552121,10.446063344222761,17.216906039130876,8.734975178511172,6875.0,0.0,0.0,52.0,1.0,34.0,0.012157289087459833
1703770035,0.26802511437970555,0.2917913370456647,0.002914859572210514,0.0,0.06534993062062902,1280836991.1582503,570661646.9464942,12.889510690547803,9.056651773201402,8.880394666800898,6875.0,0.0,0.0,46.0,1.0,34.0,0.023766222665959125
1703770036,0.3405990751160326,0.2649378673015774,0.03951774601220966,0.0,0.15585515079613826,1280996302.930954,570723071.9452915,20.418409847312994,10.520862103190746,8.682657593652742,6875.0,0.0,0.0,47.0,1.0,34.0,0.07566120781445518
1703770037,0.32389505346474934,0.2649052214707593,0.03284525110062001,0.0,0.13586396999310726,1281205712.9215865,570815934.4395375,17.377698569211866,14.026219088826874,8.822866043314711,6875.0,0.0,0.0,50.0,1.0,34.0,0.05898983199399005
1703770038,0.3078547376099944,0.32959283817715723,0.021305021604574412,0.0,0.19102553867833405,1281326119.9831216,570985214.0420694,16.971934616957252,8.41562645536603,8.876218890415544,6875.0,0.0,0.0,43.0,1.0,34.0,0.021738100567162855
1703770039,0.29167770719897507,0.3199251023038576,0.05783179402606545,0.0,0.1535838523341314,1281452614.165949,571136686.4802686,11.974762730060698,10.238664713158146,8.775300915039399,6875.0,0.0,0.0,49.0,1.0,34.0,0.028247395104882556
1703770040,0.2909297360067684,0.3127779902889334,0.01586018936051686,0.0,5.375460192174252,1281563598.3552477,571863757.3671163,19.29464701378198,11.450652834563092,8.736781068007991,6875.0,0.0,0.0,51.0,1.0,5.0,0.02184825428216497
1703770041,0.3269692577828492,0.3232520190567465,0.07123375423230728,0.0,5.727014435858767,1281716193.2030559,572695272.9198065,19.03821807946717,10.344551541297701,9.18441611785298,6875.0,0.0,0.0,44.0,1.0,5.182389937106918,0.0037172387261026896
1703770042,0.36643014592513923,0.31571096978719926,0.044696793731425606,0.0,5.184271306943243,1281913602.6380234,573411373.8986107,6.583593974777685,16.68824425711965,8.887695245997728,6875.0,0.0,0.0,41.0,1.0,5.364779874213837,0.05071917613793997
1703770043,0.3045627788424356,0.29533928033992835,0.011654670998908104,0.0,5.484932230009241,1282120157.6533382,574238951.7301872,13.475685817153924,21.67674645717888,8.654436091719306,6875.0,0.0,0.0,48.0,1.0,5.547169811320755,0.009223498502507255
1703770044,0.3010362423852004,0.237607821874217,0.010213349366660327,0.0,6.6380402480303236,1282360862.214977,575174516.4526026,11.474038665087646,12.34028588131617,8.858663959325552,6875.0,0.0,0.0,49.0,1.0,5.729559748427673,0.06342842051098338
1703770045,0.3373422439308561,0.2729568374686739,0.03010829474061466,0.0,6.472519351159066,1282503099.5072858,576086369.7602202,6.514707789729864,10.753350302792986,8.960342793615183,6875.0,0.0,0.0,53.0,1.0,5.911949685534591,0.06438540646218222
1703770046,0.22605619584291528,0.25975281679191536,0.024996010921832536,0.0,5.838505319114297,1282655665.3210208,576894076.6560857,10.290013686283466,15.873070902835165,8.984676368230367,6875.0,0.0,0.0,53.0,1.0,6.09433962264151,0.03369662094900008
1703770047,0.28479664339878913,0.2748386481895684,0.07694020993710257,0.0,6.259524225805816,1282771895.9188514,577825684.9040473,19.91706457133056,11.441746512278396,8.76233299386247,6875.0,0.0,0.0,47.0,1.0,6.276729559748428,0.009957995209220749
1703770048,0.29029047901752825,0.28938380036482225,0.027746990726876843,0.0,7.3802511143725065,1282913160.7491548,578826575.8845477,10.02333887538505,8.290347685050973,8.87978006157523,6875.0,0.0,0.0,46.0,1.0,6.459119496855346,0.0009066786527059945
1703770049,0.3031811005018293,0.3247452726588338,0.025217179604451908,0.0,7.227806060540274,1283043092.3398082,579784536.361041,11.669201760438233,13.038887290581973,8.703010654633273,6875.0,0.0,0.0,51.0,1.0,6.6415094339622645,0.021564172157004513
1703770050,0.3204256721221436,0.3082739974615471,0.03202438741610706,0.0,7.84730560545098,1283159580.7652075,580872781.1604526,22.533576162914997,11.746116623684616,8.479230303973623,6875.0,0.0,0.0,43.0,1.0,6.823899371069182,0.012151674660596523
1703770051,0.32310854612963713,0.2784608431519478,0.05565872677894075,0.0,7.839786551870417,1283404377.3455412,581921216.1026455,13.57861091755484,13.168309490482295,8.754399274511181,6875.0,0.0,0.0,53.0,1.0,7.0062893081761,0.04464770297768933
1703770052,0.3198103759211634,0.21852087129000497,0.05128735045039086,0.0,7.040888310942508,1283632238.0836456,582893642.8816764,13.112639453601957,12.086139267853362,8.900638518805708,6875.0,0.0,0.0,40.0,1.0,7.188679245283019,0.10128950463115843
1703770053,0.3442301017079903,0.3240084266221782,0.0546599519804835,0.0,7.841704494958048,1283850968.9933004,584049783.0079043,16.43073524056432,5.555841597439133,8.866619273767586,6875.0,0.0,0.0,54.0,1.0,7.371069182389936,0.020221675085812074
1703770054,0.28110168108662725,0.3219107607221567,0.018505082677685514,0.0,7.993880136910363,1284060484.182432,585135549.8624518,14.87197157883291,17.879390017990314,8.902064187230238,6875.0,0.0,0.0,46.0,1.0,7.553459119496855,0.04080907963552943
1703770055,0.2909966975919966,0.308845040389855,0.05351675174645328,0.0,8.6920367396282,1284186506.0310683,586343873.6427058,18.324592539082545,8.169368005182992,8.78663709906656,6875.0,0.0,0.0,46.0,1.0,7.735849056603774,0.017848342797858407
1703770056,0.3296981963703065,0.28683581108402406,0.021550244224818358,0.0,7.873159600228576,1284310881.1879058,587486932.5428733,18.642825755820702,6.827105818290013,8.750694134789185,6875.0,0.0,0.0,51.0,1.0,7.918238993710692,0.042862385286282445
1703770057,0.26245394599294203,0.2757432195867589,0.0394554172792807,0.0,8.391009345586072,1284398358.3355405,588733590.3721883,16.25644948613316,10.172021715434026,8.76573069936341,6875.0,0.0,0.0,47.0,1.0,8.10062893081761,0.013289273593816875
1703770058,0.3698586082807618,0.33237125517405375,0.05336367821981515,0.0,8.361595179006805,1284505598.9220383,589949526.6512986,17.211322306217163,18.159833965927753,8.651018869717788,6875.0,0.0,0.0,52.0,1.0,8.283018867924529,0.03748735310670803
1703770059,0.2570817046633153,0.29417620048430193,0.00857238940113448,0.0,8.975091429771336,1284676953.0571861,591139159.7272891,15.78525570059753,5.950614710390873,8.877048697512318,6875.0,0.0,0.0,43.0,1.0,8.465408805031446,0.03709449582098662
1703770060,0.3019467543630341,0.29248074816337355,0.028958177992620942,0.0,8.96753621165123,1284883966.178417,592413272.3610088,18.65613836588039,15.689173663923784,8.878710072207925,6875.0,0.0,0.0,45.0,1.0,8.647798742138365,0.009466006199660537
1703770061,0.26724414354875986,0.2794657378305017,0.046525814966198106,0.0,9.826616243964956,1284987777.0269299,593769816.5990041,4.52821274448487,9.000844873805,8.834639055514414,6875.0,0.0,0.0,54.0,1.0,8.830188679245282,0.012221594281741854
1703770062,0.3434249042309364,0.26515957335345364,0.04774792292499509,0.0,10.218392386441673,1285079577.7894268,595159451.0439371,13.859819646128544,14.240997702201696,8.814439445795824,6875.0,0.0,0.0,49.0,1.0,9.0125786163522,0.07826533087748277
1703770063,0.3568820026171021,0.2955907737919068,0.06484006531967615,0.0,10.017903620581224,1285172310.248657,596575090.0279716,15.719442659217268,7.836831474107612,8.715289958733871,6875.0,0.0,0.0,47.0,1.0,9.19496855345912,0.06129122882519533
1703770064,0.28339940250052864,0.2953823958762262,0.05314041522010109,0.0,9.700226967578928,1285264775.5927243,597917025.5928944,10.763053413440595,7.382154421944795,8.97113568118426,6875.0,0.0,0.0,53.0,1.0,9.377358490566039,0.011982993375697581
1703770065,0.27755825161187314,0.2919865211493319,0.07926770243446865,0.0,10.315132820359896,1285360051.362561,599299722.1802526,22.525288778973746,12.959465927659771,8.858034777396831,6875.0,0.0,0.0,47.0,1.0,9.559748427672956,0.014428269537458738
1703770066,0.27906868646908617,0.2629470458890608,0.0784656493284133,0.0,10.297404019544913,1285551043.1501472,600786055.6606578,12.01853175029213,8.897852390839667,8.973814464812,6875.0,0.0,0.0,49.0,1.0,9.742138364779873,0.016121640580025354
1703770067,0.30000653853863785,0.30488598820835594,0.03632515031849825,0.0,10.865581168566292,1285644003.9189942,602211670.2266855,10.383424576365972,11.08972637139643,8.636578341207189,6875.0,0.0,0.0,49.0,1.0,9.924528301886792,0.0048794496697180945
1703770068,0.2965873870462675,0.3196862301399092,0.0494999055469725,0.0,10.741362443346635,1285842346.754799,603657369.3149003,16.971876016646586,20.118457720225123,8.862062193935962,6875.0,0.0,0.0,42.0,1.0,10.10691823899371,0.023098843093641686
1703770069,0.20655870412573502,0.28511616782690186,0.07260755106994726,0.0,11.051776974322474,1286017150.0829644,605201350.6368345,11.721369656595773,10.6011156294606,8.795200357068456,6875.0,0.0,0.0,51.0,1.0,10.28930817610063,0.07855746370116684
1703770070,0.2638990120098661,0.3300768210400181,0.030991061425511612,0.0,10.752785769474151,1286221328.127498,606708556.5703938,9.948274879528643,12.937816012791647,8.65273796377907,6875.0,0.0,0.0,48.0,1.0,10.471698113207548,0.06617780903015202
1703770071,0.281667327165111,0.28217257351265634,0.020648121678987524,0.0,10.924642561404308,1286313869.9523351,608215231.6759343,14.49821637047285,17.56596364556844,9.110786023941817,6875.0,0.0,0.0,50.0,1.0,10.654088050314467,0.0005052463475453406
1703770072,0.28005822568473937,0.2854342229414287,0.011048677242150369,0.0,11.988699625359535,1286413369.4103172,609894084.9296519,11.551532345169942,10.107930959459285,8.80059695503981,6875.0,0.0,0.0,40.0,1.0,10.836477987421384,0.005375997256689302
1703770073,0.24992860979893067,0.26457998009448497,0.05544670165355392,0.0,10.998113221202154,1286551851.1443958,611383472.443191,11.715094518120308,3.6136460108396466,8.625732289129061,6875.0,0.0,0.0,41.0,1.0,11.018867924528301,0.0146513702955543
1703770074,0.36699163654922495,0.31817090937486253,0.01732455408725716,0.0,11.787704256553338,1286690700.770636,612923938.0912709,8.766240584849506,12.722673336226134,8.795924859035075,6875.0,0.0,0.0,50.0,1.0,11.20125786163522,0.04882072717436242
1703770075,0.25274120010512086,0.2833170196047866,0.029589578109613043,0.0,11.947516906569557,1286794302.086082,614605833.8391434,13.68387190624529,14.728190998005498,8.943187607000837,6875.0,0.0,0.0,50.0,1.0,11.383647798742139,0.030575819499665757
1703770076,0.23948122517144108,0.23253187685210172,0.01761129788387307,0.0,11.731925729533184,1286888747.3541818,616210417.258033,18.048384897763412,5.491417328990328,8.805982902888374,6875.0,0.0,0.0,51.0,1.0,11.566037735849058,0.006949348319339355
1703770077,0.30792440890792444,0.2475855564063644,0.019810235778380942,0.0,12.61851458662668,1286993322.913604,617940153.4069879,16.50787404352784,14.893922400819282,8.846654481365812,6875.0,0.0,0.0,50.0,1.0,11.748427672955975,0.06033885250156004
1703770078,0.3096697438695968,0.3474840709780906,0.03143694652067598,0.0,12.54919620304991,1287209447.476591,619634420.6776677,12.76413711329012,13.574239442545753,8.849367006946716,6875.0,0.0,0.0,43.0,1.0,11.930817610062892,0.037814327108493806
1703770079,0.29503596337077803,0.30281043049014633,0.03790152753698837,0.0,13.612978165013654,1287373561.6933427,621474052.3964264,14.647917911004562,15.853141423209575,8.386844257351209,6875.0,0.0,0.0,41.0,1.0,12.11320754716981,0.0077744671193683
1703770080,0.2900049553552284,0.272200688326265,0.05304228011189047,0.0,12.50102975787522,1287502596.3183856,623213742.8765815,13.42110011685909,9.792871660384534,8.741834189519608,6875.0,0.0,0.0,50.0,1.0,12.29559748427673,0.017804267028963427
1703770081,0.2628782258299105,0.2641171251608263,0.051281248801012994,0.0,13.317777681391203,1287751886.702375,625061552.7127588,16.081199027684242,10.759348131434935,8.76067009795541,6875.0,0.0,0.0,52.0,1.0,12.477987421383649,0.0012388993309158103
1703770082,0.31307251700353855,0.28221727664455504,0.026647906152021034,0.0,13.729547854154188,1287897325.4070828,626875480.051099,15.024357336868055,4.41579840976188,8.807324405906959,6875.0,0.0,0.0,50.0,1.0,12.660377358490566,0.030855240358983516
1703770083,0.33100736297239275,0.28332146909445904,0.07304045548831029,0.0,13.55068317333065,1288026580.7084637,628666248.2590942,14.236434174956473,11.099109562263456,8.588556673078434,6875.0,0.0,0.0,41.0,1.0,12.842767295597485,0.047685893877933705
1703770084,0.24041963345368816,0.32065451831105546,0.019749667855989483,0.0,13.578312037657406,1288117191.9787738,630427016.6118774,11.247094213324566,4.382968752060426,8.956971857953713,6875.0,0.0,0.0,45.0,1.0,13.025157232704402,0.0802348848573673
1703770085,0.32864972028009476,0.24930171510991858,0.05831357205877975,0.0,14.39215113951387,1288248364.8562047,632343100.6348945,15.129728598476827,9.697673863416266,8.921293980683377,6875.0,0.0,0.0,40.0,1.0,13.20754716981132,0.07934800517017618
1703770086,0.27784006545000867,0.25147036160363445,0.0444174598320464,0.0,13.975348699480062,1288451278.0867894,634241664.3942372,21.568878278681392,5.325907213499646,8.669713869532641,6875.0,0.0,0.0,51.0,1.0,13.38993710691824,0.026369703846374215
1703770087,0.28067208162075363,0.30432498652057555,0.06084318257887752,0.0,14.502645197824242,1288686905.2955358,636113255.7117877,12.711167653071303,12.37663621150879,8.88373401214293,6875.0,0.0,0.0,43.0,1.0,13.572327044025156,0.023652904899821914
1703770088,0.27749834130887974,0.3310783676300336,0.053667184166973546,0.0,14.432775318569764,1288884587.2633758,638025996.2093271,13.366025063185756,16.854256344439893,8.590532875266693,6875.0,0.0,0.0,44.0,1.0,13.754716981132075,0.053580026321153884
1703770089,0.3151067555309804,0.25581715370127317,0.05168694324541507,0.0,14.944105904267106,1289068633.0223186,640044646.2953176,17.61714437506546,11.756225450688632,8.891783192065693,6875.0,0.0,0.0,46.0,1.0,13.937106918238994,0.05928960182970722
1703770090,0.27871670295380047,0.2858548689859855,0.04067350575613031,0.0,15.607694794140683,1289168419.8227232,642115795.9507198,16.602168694366306,10.790215603075184,8.79745455239537,6875.0,0.0,0.0,44.0,1.0,14.119496855345911,0.007138166032185034
1703770091,0.31401524179363305,0.27174324608595724,0.003628573740043939,0.0,15.37265144043735,1289335913.1275625,644186785.8109351,15.654461152981987,19.121682023440677,8.822076065136713,6875.0,0.0,0.0,51.0,1.0,14.30188679245283,0.042271995707675813
1703770092,0.30342688097917736,0.354918913477496,0.055332087046923155,0.0,15.52383459053553,1289476188.7389572,646288377.4614496,16.07470843975097,11.091776221619453,8.844880170577104,6875.0,0.0,0.0,50.0,1.0,14.484276729559747,0.05149203249831863
1703770093,0.31264009936074805,0.28013910121037633,0.03973732940233357,0.0,15.395749872432159,1289713565.7416286,648367655.2714535,6.842468555766872,13.486638091313065,8.794193832019893,6875.0,0.0,0.0,41.0,1.0,14.666666666666666,0.03250099815037172
1703770094,0.2722549943945141,0.28276864907406335,0.026024743082575026,0.0,15.536568903281495,1289888458.9369,650433552.1900158,22.36905495712039,15.130253231951725,8.945629278591928,6875.0,0.0,0.0,49.0,1.0,14.849056603773585,0.010513654679549234
1703770095,0.4123510947122253,0.3025115830300448,0.04438137025163298,0.0,16.13315315167492,1290134025.6407182,652590890.5676349,12.090982788311683,14.57024828280961,8.648713048557603,6875.0,0.0,0.0,52.0,1.0,15.031446540880502,0.10983951168218054
1703770096,0.2351563162421899,0.30480162684345374,0.056382991323363635,0.0,16.08419469257461,1290323054.1793368,654659455.1377778,18.89170089046832,11.248450683500892,8.801729503184749,6875.0,0.0,0.0,42.0,1.0,15.213836477987421,0.06964531060126383
1703770097,0.21819011236148922,0.25025449404247435,0.02381025680769282,0.0,16.498677508317336,1290498337.6822052,656828466.022284,10.79686046283916,11.905952353235671,8.732417635102927,6875.0,0.0,0.0,40.0,1.0,15.39622641509434,0.03206438168098513
1703770098,0.31671110752778664,0.317447218782545,0.06104168691225427,0.0,16.76016824117519,1290652661.806628,659025950.1118348,14.07888234843701,14.170676629807565,8.750363308205921,6875.0,0.0,0.0,44.0,1.0,15.578616352201257,0.0007361112547583648
1703770099,0.34693094198384344,0.28598131478407723,0.022154054156120814,0.0,17.1054180882176,1290871832.8005736,661313926.861362,13.366234785065476,13.269082548892484,8.758506760014416,6875.0,0.0,0.0,49.0,1.0,15.761006289308176,0.06094962719976621
1703770100,0.26959060241056376,0.29095889927613483,0.03203514998206166,0.0,16.83133758785373,1291053663.393064,663547178.8319886,15.018089356410208,7.52235305502964,8.884902635423483,6875.0,0.0,0.0,40.0,1.0,15.943396226415095,0.021368296865571068
1703770101,0.28157783606134795,0.29775736031104594,0.058416364234899675,0.0,17.6200725804842,1291239621.9865608,665893925.6517376,20.013351015377182,11.052288030348448,8.803638685645467,6875.0,0.0,0.0,42.0,1.0,16.125786163522015,0.016179524249697985
1703770102,0.29446694918399763,0.2410603977729623,0.033338754052535634,0.0,16.734382354239948,1291432107.6387568,668070010.4798598,17.239582312212043,17.33920888225374,8.778857504785286,6875.0,0.0,0.0,51.0,1.0,16.308176100628934,0.05340655141103534
