timestamp,host,metric,value
2026-07-19T15:15:38+00:00,station1,throughput_in_bps,558580.6439882912
2026-07-19T15:15:53+00:00,station1,throughput_in_bps,543753.3770885224
2026-07-19T15:16:08+00:00,station1,throughput_in_bps,249431.06076088978
2026-07-19T15:16:23+00:00,station1,throughput_in_bps,469995.67272727273
2026-07-19T15:16:38+00:00,station1,throughput_in_bps,373873.07503499935
2026-07-19T15:16:53+00:00,station1,throughput_in_bps,596846.6909090909
2026-07-19T15:17:08+00:00,station1,throughput_in_bps,522091.0363636363
2026-07-19T15:17:23+00:00,station1,throughput_in_bps,555887.6545454545
2026-07-19T15:17:38+00:00,station1,throughput_in_bps,443515.34545454546
2026-07-19T15:17:53+00:00,station1,throughput_in_bps,553583.2621225069
2026-07-19T15:18:08+00:00,station1,throughput_in_bps,555226.4909090908
2026-07-19T15:18:23+00:00,station1,throughput_in_bps,553101.6181818182
2026-07-19T15:18:38+00:00,station1,throughput_in_bps,443029.5074814101
2026-07-19T15:18:53+00:00,station1,throughput_in_bps,555616.3818181817
2026-07-19T15:19:08+00:00,station1,throughput_in_bps,478748.2727272727
2026-07-19T15:19:23+00:00,station1,throughput_in_bps,640673.8
2026-07-19T15:19:38+00:00,station1,throughput_in_bps,417160.0363636363
2026-07-19T15:19:53+00:00,station1,throughput_in_bps,444465.6545454545
2026-07-19T15:20:08+00:00,station1,throughput_in_bps,331958.12803403573
2026-07-19T15:20:23+00:00,station1,throughput_in_bps,472701.61818181816
2026-07-19T15:20:38+00:00,station1,throughput_in_bps,555650.9090909091
2026-07-19T15:20:53+00:00,station1,throughput_in_bps,553486.4098321911
2026-07-19T15:21:08+00:00,station1,throughput_in_bps,443041.72727272724
2026-07-19T15:21:23+00:00,station1,throughput_in_bps,548079.8421703397
2026-07-19T15:21:38+00:00,station1,throughput_in_bps,462520.0727272727
2026-07-19T15:21:53+00:00,station1,throughput_in_bps,637853.9454545454
2026-07-19T15:22:08+00:00,station1,throughput_in_bps,436259.4774450445
2026-07-19T15:22:23+00:00,station1,throughput_in_bps,545150.9845633557
2026-07-19T15:22:38+00:00,station1,throughput_in_bps,434431.309090909
2026-07-19T15:22:53+00:00,station1,throughput_in_bps,558129.2639464688
2026-07-19T15:23:08+00:00,station1,throughput_in_bps,528633.8097316169
2026-07-19T15:23:23+00:00,station1,throughput_in_bps,535132.2
2026-07-19T15:23:38+00:00,station1,throughput_in_bps,429935.2739041108
