timestamp,host,metric,value
2026-07-20T14:25:16.751879+00:00,station2,bgp_update_rate,13.3176
2026-07-20T14:47:23.749723+00:00,station2,bgp_update_rate,9.4996
2026-07-20T14:50:16.230227+00:00,station2,bgp_update_rate,10.4798
2026-07-20T15:06:45.164992+00:00,station2,bgp_update_rate,10.7666
2026-07-20T15:08:55.987492+00:00,station2,bgp_update_rate,12.7694
2026-07-20T15:43:42.456986+00:00,station2,bgp_update_rate,12.3646
2026-07-20T15:45:21.909987+00:00,station2,bgp_update_rate,6.9037
2026-07-20T16:06:18.698620+00:00,station2,bgp_update_rate,11.3829
2026-07-20T16:30:13.720725+00:00,station2,bgp_update_rate,6.4401
2026-07-20T16:33:03.823597+00:00,station2,bgp_update_rate,4.9884
2026-07-20T16:55:13.965360+00:00,station2,bgp_update_rate,11.1899
2026-07-20T16:59:27.071585+00:00,station2,bgp_update_rate,4.8991
2026-07-20T17:23:33.760321+00:00,station2,bgp_update_rate,8.5728
2026-07-20T17:27:00.303947+00:00,station2,bgp_update_rate,4.1362
2026-07-20T17:51:22.221523+00:00,station2,bgp_update_rate,9.4927
